,日期,开盘,收盘,最高,最低,成交量,成交额,振幅,涨跌幅,涨跌额,换手率
0,2001-03-30,36.06,41.29,41.78,35.88,342389,1306454000.0,46.6,226.15,28.63,114.13
1,2001-04-30,41.41,43.9,48.66,39.42,270378,1178231000.0,22.38,6.32,2.61,90.13
2,2001-05-31,44.0,47.75,48.76,42.87,109735,504970852.0,13.42,8.77,3.85,36.58
3,2001-06-29,47.98,44.0,48.48,43.18,92229,423093000.0,11.1,-7.85,-3.75,30.74
4,2001-07-31,43.98,37.0,43.98,35.91,45365,186963792.0,18.34,-15.91,-7.0,15.12
5,2001-08-31,37.09,33.73,38.05,30.58,61137,214048000.0,20.19,-8.84,-3.27,20.38
6,2001-09-28,33.68,35.47,37.0,32.6,32960,115491000.0,13.04,5.16,1.74,10.99
7,2001-10-31,35.47,30.18,35.47,24.13,70902,210488000.0,31.97,-14.91,-5.29,23.63
8,2001-11-30,30.18,32.23,32.55,26.16,53832,162442701.0,21.17,6.79,2.05,17.94
9,2001-12-31,32.23,31.8,33.25,29.75,44318,140952573.0,10.86,-1.33,-0.43,14.77
10,2002-01-31,31.85,29.8,31.98,25.03,55729,158071057.0,21.86,-6.29,-2.0,18.58
11,2002-02-28,29.88,31.83,33.78,29.16,39083,124422041.0,15.5,6.81,2.03,13.03
12,2002-03-28,31.7,33.6,34.7,31.58,61173,203542331.0,9.8,5.56,1.77,20.39
13,2002-04-30,32.95,25.6,33.67,24.2,47849,139426380.0,28.18,-23.81,-8.0,12.27
14,2002-05-31,25.6,22.9,25.6,22.38,39366,92163042.0,12.58,-10.55,-2.7,10.09
15,2002-06-27,22.98,25.0,26.3,22.4,59626,148191562.0,17.03,9.17,2.1,15.29
16,2002-07-31,24.51,24.08,25.88,23.0,36517,89978639.0,11.52,-3.68,-0.92,9.36
17,2002-08-30,24.1,24.38,24.99,22.78,32025,77296663.0,9.18,1.25,0.3,8.21
18,2002-09-27,24.38,23.62,24.38,23.56,10532,25129727.0,3.36,-3.12,-0.76,2.7
19,2002-10-31,23.61,22.45,24.49,22.39,17542,40510461.0,8.89,-4.95,-1.17,4.5
20,2002-11-29,22.4,19.17,23.08,18.45,23362,47635512.0,20.62,-14.61,-3.28,5.99
21,2002-12-31,19.18,18.2,19.48,18.15,25253,47834912.0,6.94,-5.06,-0.97,6.48
22,2003-01-29,18.0,18.17,18.57,16.55,48388,85747902.0,11.1,-0.16,-0.03,12.41
23,2003-02-28,18.1,19.07,19.1,17.75,19532,35985278.0,7.43,4.95,0.9,5.01
24,2003-03-31,19.03,18.94,20.45,17.81,53283,101885473.0,13.84,-0.68,-0.13,13.66
25,2003-04-30,18.87,19.91,22.79,18.28,101810,208062029.0,23.81,5.12,0.97,26.11
26,2003-05-30,19.85,20.49,21.1,18.6,45628,91151419.0,12.56,2.91,0.58,11.7
27,2003-06-30,20.5,13.26,21.08,13.11,44344,73676923.0,38.9,-35.29,-7.23,8.12
28,2003-07-31,13.3,12.14,13.75,12.0,58276,76061861.0,13.2,-8.45,-1.12,10.67
29,2003-08-29,12.15,12.68,13.48,12.03,34843,44499880.0,11.94,4.45,0.54,6.38
30,2003-09-30,12.71,13.42,13.47,12.43,45995,59493094.0,8.2,5.84,0.74,8.42
31,2003-10-31,13.18,13.68,13.9,13.15,52811,71510367.0,5.59,1.94,0.26,9.67
32,2003-11-28,13.55,12.91,13.82,12.6,38062,50575270.0,8.92,-5.63,-0.77,6.97
33,2003-12-31,13.02,13.4,14.5,12.6,110132,145908183.0,14.72,3.8,0.49,20.17
34,2004-01-30,13.4,14.47,15.18,13.36,90155,130773148.0,13.58,7.99,1.07,16.51
35,2004-02-27,14.8,16.04,17.3,14.25,161716,256771139.0,21.08,10.85,1.57,29.62
36,2004-03-31,16.0,16.69,17.37,15.7,121409,197994539.0,10.41,4.05,0.65,22.24
37,2004-04-30,16.71,15.37,18.44,15.05,139886,238833975.0,20.31,-7.91,-1.32,25.62
38,2004-05-31,15.3,8.58,15.65,8.23,42245,48595510.0,48.28,-44.18,-6.79,4.84
39,2004-06-30,8.68,8.0,9.1,7.27,127077,104875516.0,21.33,-6.76,-0.58,14.55
40,2004-07-30,8.0,7.3,8.14,6.99,135359,101321310.0,14.38,-8.75,-0.7,15.49
41,2004-08-31,7.09,6.69,7.45,6.43,58226,39729248.0,13.97,-8.36,-0.61,6.67
42,2004-09-30,6.72,7.33,8.27,6.26,168791,127123903.0,30.04,9.57,0.64,19.32
43,2004-10-29,7.37,6.94,7.9,6.21,193800,134457197.0,23.06,-5.32,-0.39,22.18
44,2004-11-30,6.95,7.69,7.98,6.58,244807,180634934.0,20.17,10.81,0.75,28.02
45,2004-12-31,7.68,6.29,7.7,6.01,142246,97312756.0,21.98,-18.21,-1.4,16.28
46,2005-01-31,6.3,6.02,6.48,5.87,82751,51388089.0,9.7,-4.29,-0.27,9.47
47,2005-02-28,6.03,6.62,6.9,5.93,110680,72572462.0,16.11,9.97,0.6,12.67
48,2005-03-31,6.63,6.55,7.53,6.12,373281,255950977.0,21.3,-1.06,-0.07,42.73
49,2005-04-29,6.5,6.71,7.19,6.3,228610,155779406.0,13.59,2.44,0.16,26.17
50,2005-05-31,6.88,5.23,6.88,5.16,175116,101117866.0,25.63,-22.06,-1.48,20.05
51,2005-06-30,5.23,5.81,6.48,4.96,374553,219787652.0,29.06,11.09,0.58,42.87
52,2005-07-29,5.69,5.68,5.83,5.13,109730,60462350.0,12.05,-2.24,-0.13,12.56
53,2005-08-31,5.68,6.63,6.97,5.62,383123,246518947.0,23.77,16.73,0.95,43.86
54,2005-09-30,6.61,6.82,7.53,6.35,376880,266006165.0,17.8,2.87,0.19,43.14
55,2005-10-31,6.82,6.8,7.56,6.55,136252,96061071.0,14.81,-0.29,-0.02,15.6
56,2005-11-11,6.8,6.26,6.85,6.18,77726,50646135.0,9.85,-7.94,-0.54,8.9
57,2005-12-30,4.3,4.42,4.58,3.96,761136,326113173.0,9.9,-29.39,-1.84,62.68
58,2006-01-25,4.42,5.51,5.68,4.4,1051558,530329590.0,28.96,24.66,1.09,86.6
59,2006-02-28,5.57,5.02,5.86,4.93,671128,357026467.0,16.88,-8.89,-0.49,55.27
60,2006-03-31,5.01,5.57,5.62,4.64,920173,472709045.0,19.52,10.96,0.55,75.78
61,2006-04-28,5.66,6.0,6.93,5.58,2460171,1508420791.0,24.24,7.72,0.43,202.6
62,2006-05-31,6.0,5.92,7.27,5.62,1625044,1039498646.0,27.5,-1.33,-0.08,133.83
63,2006-06-30,5.92,5.71,6.37,4.96,951583,536891937.0,23.82,-3.55,-0.21,78.36
64,2006-07-31,5.71,4.83,6.06,4.7,653616,363979612.0,23.82,-15.41,-0.88,53.83
65,2006-08-31,4.8,5.34,5.45,4.44,549549,275062956.0,20.91,10.56,0.51,45.26
66,2006-09-29,5.33,5.1,5.33,4.84,361166,184885169.0,9.18,-4.49,-0.24,29.74
67,2006-10-31,5.17,4.99,5.4,4.79,357359,183352477.0,11.96,-2.16,-0.11,29.43
68,2006-11-30,5.03,4.76,5.38,4.44,658805,321607161.0,18.84,-4.61,-0.23,54.25
69,2006-12-29,4.77,4.69,4.95,4.5,619722,294507119.0,9.45,-1.47,-0.07,51.04
70,2007-01-31,4.73,6.1,6.51,4.65,1784365,1031585188.0,39.66,30.06,1.41,146.95
71,2007-02-28,6.0,7.94,8.58,5.8,1310401,949899022.0,45.57,30.16,1.84,107.91
72,2007-03-30,7.87,9.32,10.16,7.3,1943341,1689944297.0,36.02,17.38,1.38,160.04
73,2007-04-30,9.31,11.96,13.66,9.19,2807805,3304611167.0,47.96,28.33,2.64,201.44
74,2007-05-31,12.1,14.19,17.06,11.78,2861544,4201688941.0,44.15,18.65,2.23,205.3
75,2007-06-29,14.12,8.62,14.39,8.31,1712984,2053448789.0,42.85,-39.25,-5.57,122.9
76,2007-07-31,8.78,11.94,11.94,7.98,1620629,1566759590.0,45.94,38.52,3.32,116.27
77,2007-08-31,12.2,16.7,18.08,10.94,2648919,3708197475.0,59.8,39.87,4.76,190.04
78,2007-09-28,16.6,19.66,20.79,15.15,1448315,2599735265.0,33.77,17.72,2.96,103.91
79,2007-10-31,20.0,16.27,22.0,14.25,1002037,1886377109.0,39.42,-17.24,-3.39,71.89
80,2007-11-30,16.4,13.01,16.44,12.85,476132,709655215.0,22.07,-20.04,-3.26,34.16
81,2007-12-28,12.98,16.26,16.98,12.98,640893,999080269.0,30.75,24.98,3.25,45.98
82,2008-01-31,16.32,13.12,17.9,13.1,879646,1412590337.0,29.52,-19.31,-3.14,63.11
83,2008-02-29,13.42,14.21,15.69,11.81,365219,522203343.0,29.57,8.31,1.09,26.2
84,2008-03-31,14.24,10.42,16.23,10.4,639385,907015056.0,41.03,-26.67,-3.79,45.87
85,2008-04-30,10.42,9.7,10.8,7.87,418660,390088431.0,28.12,-6.91,-0.72,27.2
86,2008-05-30,9.8,12.13,13.08,9.3,1451076,1663652968.0,38.97,25.05,2.43,94.26
87,2008-06-30,12.12,8.51,13.34,7.63,1083374,1141390579.0,47.07,-29.84,-3.62,70.37
88,2008-07-31,8.51,8.84,9.85,8.15,709428,657580169.0,19.98,3.88,0.33,46.08
89,2008-08-29,8.83,6.12,9.05,5.63,278758,197628434.0,38.69,-30.77,-2.72,18.11
90,2008-09-26,6.14,5.35,6.37,4.46,341073,188571897.0,31.21,-12.58,-0.77,22.16
91,2008-10-31,5.35,4.15,5.35,4.0,276272,122478171.0,25.23,-22.43,-1.2,17.95
92,2008-11-28,4.09,4.23,5.08,3.75,844993,381440433.0,32.05,1.93,0.08,54.89
93,2008-12-31,4.19,4.44,5.67,4.13,1743586,873648467.0,36.41,4.96,0.21,113.26
94,2009-01-23,4.55,5.55,5.95,4.48,1167055,627815823.0,33.11,25.0,1.11,75.81
95,2009-02-27,5.63,6.2,8.16,5.51,2010889,1395552344.0,47.75,11.71,0.65,130.62
96,2009-03-31,6.0,8.58,8.68,5.89,1682758,1249160832.0,45.0,38.39,2.38,109.31
97,2009-04-30,8.65,7.94,9.25,7.18,1197323,982586438.0,24.13,-7.46,-0.64,77.78
98,2009-05-27,8.0,9.04,10.49,7.91,1768247,1663640979.0,32.49,13.85,1.1,114.86
99,2009-06-30,9.21,9.14,10.42,9.0,1259272,1203174536.0,15.71,1.11,0.1,81.8
100,2009-07-31,9.1,10.5,11.55,8.99,2279450,2301049736.0,28.01,14.88,1.36,148.07
101,2009-08-31,10.45,8.25,11.3,7.32,1313813,1229213118.0,37.9,-21.43,-2.25,85.34
102,2009-09-30,8.03,8.13,10.47,7.66,1880514,1794486963.0,34.06,-1.45,-0.12,122.15
103,2009-10-30,8.41,8.69,9.47,8.36,865368,778670030.0,13.65,6.89,0.56,56.21
104,2009-11-30,8.49,9.64,10.8,8.1,1793397,1765624826.0,31.07,10.93,0.95,116.5
105,2009-12-31,9.69,9.71,10.34,8.5,1306746,1265678176.0,19.09,0.73,0.07,84.88
106,2010-01-29,9.67,10.33,11.4,9.61,2339316,2449294107.0,18.43,6.39,0.62,151.96
107,2010-02-26,10.35,11.15,11.31,10.0,1343934,1436911924.0,12.68,7.94,0.82,87.3
108,2010-03-31,11.3,10.35,11.89,10.16,1845776,2036886772.0,15.52,-7.17,-0.8,119.9
109,2010-04-30,10.36,10.35,12.53,10.05,2079728,2288901440.0,23.96,0.0,0.0,135.09
110,2010-05-31,10.04,8.58,10.95,7.49,1475715,1367294936.0,33.43,-17.1,-1.77,95.86
111,2010-06-30,8.45,7.22,9.28,7.11,837567,722649656.0,25.29,-15.85,-1.36,54.41
112,2010-07-30,7.19,8.46,8.65,6.69,992161,787173426.0,27.15,17.17,1.24,64.45
113,2010-08-31,8.46,10.64,10.95,8.46,2326246,2203238349.0,29.43,25.77,2.18,151.11
114,2010-09-30,10.47,16.76,17.17,10.43,4484045,6193831908.0,63.35,57.52,6.12,291.27
115,2010-10-29,16.7,22.31,22.31,15.9,2824026,5164016074.0,38.25,33.11,5.55,183.44
116,2010-11-30,23.45,17.64,26.99,16.48,3301782,7104486456.0,47.11,-20.93,-4.67,214.48
117,2010-12-31,17.41,17.47,18.96,15.85,1283174,2269304958.0,17.63,-0.96,-0.17,83.35
118,2011-01-31,17.58,17.5,18.68,15.86,632265,1092246340.0,16.14,0.17,0.03,41.07
119,2011-02-28,17.52,21.58,22.6,17.52,1506470,3134144797.0,29.03,23.31,4.08,97.86
120,2011-03-31,21.6,24.64,26.3,19.83,2034233,4650089310.0,29.98,14.18,3.06,132.14
121,2011-04-29,24.1,22.19,27.96,20.95,1845358,4601436312.0,28.45,-9.94,-2.45,119.87
