,日期,开盘,收盘,最高,最低,成交量,成交额,振幅,涨跌幅,涨跌额,换手率
0,2019-10-31,53.59,52.09,64.31,52.09,43851,242350875.0,27.36,16.64,7.43,11.67
1,2019-11-29,48.11,49.1,56.16,44.88,1273116,6130141416.0,21.65,-5.74,-2.99,338.75
2,2019-12-31,49.2,45.92,49.9,44.69,742613,3455716793.0,10.61,-6.48,-3.18,197.59
3,2020-01-23,46.08,46.3,51.88,45.45,574269,2771303753.0,14.0,0.83,0.38,152.8
4,2020-02-28,41.67,44.4,52.98,37.5,629452,2922658510.0,33.43,-4.1,-1.9,167.48
5,2020-03-31,44.68,34.93,47.08,34.7,442161,1791674401.0,27.88,-21.33,-9.47,117.65
6,2020-04-30,34.93,38.87,38.87,34.02,271771,990774905.0,13.88,11.28,3.94,72.31
7,2020-05-29,40.02,43.36,44.22,38.2,447622,1846247431.0,15.49,11.55,4.49,119.1
8,2020-06-30,43.37,32.08,45.38,29.05,557781,1863030638.0,37.66,-26.01,-11.28,107.55
9,2020-07-31,32.28,32.41,34.22,29.82,751524,2433913775.0,13.72,1.03,0.33,144.9
10,2020-08-31,32.6,33.19,38.84,31.68,858809,2958411719.0,22.09,2.41,0.78,165.59
11,2020-09-30,33.11,29.4,33.43,28.97,229309,715433903.0,13.44,-11.42,-3.79,44.21
12,2020-10-30,29.6,28.57,33.6,28.57,267689,836080678.0,17.11,-2.82,-0.83,51.61
13,2020-11-30,28.03,27.81,28.91,26.31,259199,710618339.0,9.1,-2.66,-0.76,25.17
14,2020-12-31,27.8,24.17,27.9,22.33,228103,570652879.0,20.03,-13.09,-3.64,22.15
15,2021-01-29,23.99,24.01,25.97,22.84,197363,485741178.0,12.95,-0.66,-0.16,19.16
16,2021-02-26,24.01,25.66,28.07,23.61,227488,600782246.0,18.58,6.87,1.65,22.09
17,2021-03-31,25.35,29.15,29.15,25.01,310091,833952512.0,16.13,13.6,3.49,30.11
18,2021-04-30,29.0,24.95,29.0,24.85,301315,831607107.0,14.24,-14.41,-4.2,25.01
19,2021-05-31,24.96,26.26,26.99,24.66,150541,386659021.0,9.34,5.25,1.31,12.49
20,2021-06-30,26.32,17.95,27.3,17.77,303789,607073196.0,36.29,-31.65,-8.31,18.68
21,2021-07-30,18.04,16.99,18.35,16.58,218929,385701582.0,9.86,-5.35,-0.96,13.46
22,2021-08-31,16.8,18.33,19.49,16.77,382285,699244190.0,16.01,7.89,1.34,23.5
23,2021-09-30,18.28,27.06,28.12,18.2,836657,1989616273.0,54.12,47.63,8.73,51.44
24,2021-10-29,27.18,30.2,34.87,27.13,797735,2452737499.0,28.6,11.6,3.14,49.04
25,2021-11-30,30.27,27.89,32.2,26.8,1001502,2917958611.0,17.88,-7.65,-2.31,61.57
26,2021-12-31,28.38,25.86,28.38,24.01,748980,1959906600.0,15.67,-7.28,-2.03,46.05
27,2022-01-28,25.69,21.91,26.59,21.01,655463,1575311747.0,21.58,-15.27,-3.95,40.3
28,2022-02-28,24.1,22.91,25.36,20.18,1242809,2820074262.0,23.64,4.56,1.0,76.4
29,2022-03-31,23.0,18.47,23.3,17.4,811214,1611901236.0,25.75,-19.38,-4.44,49.87
30,2022-04-29,18.35,17.05,18.88,14.81,724595,1241266289.0,22.04,-7.69,-1.42,44.55
31,2022-05-13,16.31,16.9,17.56,15.36,373615,607659786.0,12.9,-0.88,-0.15,22.97
