,日期,开盘,收盘,最高,最低,成交量,成交额,振幅,涨跌幅,涨跌额,换手率
0,1996-12-31,14.52,11.73,17.5,9.51,696511,993313000.0,167.86,146.43,6.97,221.11
1,1997-01-31,11.98,13.0,13.38,10.52,286970,352507000.0,24.38,10.83,1.27,91.1
2,1997-02-28,13.02,12.68,13.27,11.3,106893,132868000.0,15.15,-2.46,-0.32,33.93
3,1997-03-31,12.67,13.25,13.8,11.9,367308,473105000.0,14.98,4.5,0.57,116.61
4,1997-04-30,13.3,9.48,14.7,9.28,333003,422646000.0,40.91,-28.45,-3.77,77.73
5,1997-05-30,9.47,7.8,10.28,7.7,229700,213517000.0,27.22,-17.72,-1.68,53.62
6,1997-06-27,8.0,8.5,8.75,6.81,167766,134216000.0,24.87,8.97,0.7,39.16
7,1997-07-31,8.51,7.86,8.9,6.62,128300,98005929.0,26.82,-7.53,-0.64,29.95
8,1997-08-29,7.84,8.77,8.87,6.2,279488,207521000.0,33.97,11.58,0.91,65.24
9,1997-09-30,8.78,8.97,9.35,7.72,330584,291024000.0,18.59,2.28,0.2,77.17
10,1997-10-31,8.96,10.02,10.42,8.45,256659,241439000.0,21.96,11.71,1.05,59.91
11,1997-11-28,9.82,9.7,10.6,9.05,84885,86458948.0,15.47,-3.19,-0.32,19.81
12,1997-12-31,9.77,10.05,10.54,9.15,104021,104523000.0,14.33,3.61,0.35,24.28
13,1998-01-23,10.0,13.83,14.15,9.91,279772,347402000.0,42.19,37.61,3.78,65.31
14,1998-02-27,13.9,14.0,14.78,13.3,114329,159636458.0,10.7,1.23,0.17,26.69
15,1998-03-31,14.0,16.7,17.0,13.4,78663,116365162.0,25.71,19.29,2.7,18.36
16,1998-04-30,16.5,17.66,19.99,16.5,118242,210653000.0,20.9,5.75,0.96,27.6
17,1998-05-29,17.5,17.6,19.28,17.1,38468,69659000.0,12.34,-0.34,-0.06,8.98
18,1998-06-30,17.55,14.96,19.36,14.55,18692,31315000.0,27.33,-15.0,-2.64,4.36
19,1998-07-31,15.0,14.03,15.1,12.62,35137,49695000.0,16.58,-6.22,-0.93,8.2
20,1998-08-31,13.95,14.48,16.0,11.21,43664,62607000.0,34.14,3.21,0.45,10.19
21,1998-09-30,14.0,14.4,15.9,13.7,57956,85018000.0,15.19,-0.55,-0.08,13.53
22,1998-10-30,15.0,13.25,15.0,12.9,28923,39861000.0,14.58,-7.99,-1.15,6.75
23,1998-11-30,13.25,13.99,15.24,13.0,43158,61693000.0,16.91,5.58,0.74,10.07
24,1998-12-31,13.8,13.49,14.7,13.0,23662,32215000.0,12.15,-3.57,-0.5,5.52
25,1999-01-29,13.22,11.71,14.15,11.25,8788,11070000.0,21.5,-13.19,-1.78,2.05
