,日期,开盘,收盘,最高,最低,成交量,成交额,振幅,涨跌幅,涨跌额,换手率
0,2019-05-31,12.62,38.35,38.35,12.62,1996108,5326201280.0,244.58,264.54,27.83,464.0
1,2019-06-28,42.19,24.72,42.19,24.33,2968852,8990890610.0,46.57,-35.54,-13.63,690.11
2,2019-07-31,25.2,22.35,26.06,21.35,1168040,2803621670.0,19.05,-9.59,-2.37,271.51
3,2019-08-30,22.1,23.94,27.75,22.0,2080019,5263066152.0,25.73,7.11,1.59,483.5
4,2019-09-30,23.72,23.02,27.36,22.81,1218224,3098793640.0,19.01,-3.84,-0.92,283.18
5,2019-10-31,23.19,20.21,24.5,20.02,417239,950976182.0,19.46,-12.21,-2.81,96.99
6,2019-11-29,20.14,18.8,21.19,18.15,463758,937689737.0,15.04,-6.98,-1.41,107.8
7,2019-12-31,18.83,20.02,20.45,18.25,492257,964280749.0,11.7,6.49,1.22,114.43
8,2020-01-23,20.1,20.55,22.25,20.0,519165,1086000012.0,11.24,2.65,0.53,120.68
9,2020-02-28,18.5,17.52,20.97,16.7,702018,1335517659.0,20.78,-14.74,-3.03,163.18
10,2020-03-31,17.7,41.31,50.1,17.7,2358907,7511939295.0,184.93,135.79,23.79,548.33
11,2020-04-30,39.5,25.07,41.45,24.15,1784775,5250107596.0,41.88,-39.31,-16.24,414.87
12,2020-05-29,25.0,22.35,27.61,22.0,875339,2198946238.0,22.38,-10.85,-2.72,166.1
13,2020-06-30,22.51,24.2,25.0,22.35,790128,1871737547.0,11.86,8.28,1.85,149.93
14,2020-07-31,24.35,25.12,33.2,23.63,1656942,4583412478.0,39.55,3.8,0.92,314.41
15,2020-08-31,25.18,24.74,27.96,24.12,677343,1754667706.0,15.29,-1.51,-0.38,128.53
16,2020-09-30,24.79,22.22,25.32,21.8,257167,603341620.0,14.23,-10.19,-2.52,48.8
17,2020-10-30,22.38,22.0,23.36,21.15,154513,345159022.0,9.95,-0.99,-0.22,29.32
18,2020-11-30,22.01,21.99,23.96,19.8,295507,657383123.0,18.91,-0.05,-0.01,56.07
19,2020-12-31,21.91,19.33,22.21,18.5,145972,297754949.0,16.87,-12.1,-2.66,27.7
20,2021-01-29,19.3,19.42,22.3,18.88,303587,631054097.0,17.69,0.47,0.09,57.61
21,2021-02-26,19.43,18.97,20.05,18.0,149326,283987791.0,10.56,-2.32,-0.45,28.34
22,2021-03-31,18.96,20.23,21.73,18.27,248778,492746687.0,18.24,6.64,1.26,47.21
23,2021-04-30,20.09,20.02,20.93,19.02,274871,552349139.0,9.44,-1.04,-0.21,52.16
24,2021-05-31,19.99,20.55,20.59,19.5,142402,285518811.0,5.44,2.65,0.53,27.02
25,2021-06-30,20.33,15.03,20.8,14.01,328622,488781273.0,33.04,-26.86,-5.52,44.54
26,2021-07-30,15.0,13.51,15.08,12.83,289297,408122045.0,14.97,-10.11,-1.52,39.21
27,2021-08-31,13.21,13.67,14.62,13.18,326792,453258129.0,10.66,1.18,0.16,44.29
28,2021-09-30,13.69,14.97,15.69,13.39,734570,1080231012.0,16.83,9.51,1.3,99.56
29,2021-10-29,15.09,16.84,18.0,14.24,941162,1490858812.0,25.12,12.49,1.87,125.89
30,2021-11-30,16.59,18.92,20.55,16.06,2297827,4107522080.0,26.66,12.35,2.08,307.3
31,2021-12-31,19.03,17.04,20.81,16.24,1257739,2301339584.0,24.15,-9.94,-1.88,168.44
32,2022-01-28,16.85,15.21,17.64,14.54,466904,774846482.0,18.19,-10.74,-1.83,62.53
33,2022-02-28,15.57,15.86,16.58,15.06,293871,463459321.0,9.99,4.27,0.65,39.36
34,2022-03-31,15.86,13.85,16.0,13.43,444806,655485448.0,16.2,-12.67,-2.01,59.57
35,2022-04-29,13.88,11.19,14.08,10.31,218471,270307255.0,27.22,-19.21,-2.66,29.26
36,2022-05-13,11.19,11.89,12.6,10.9,104662,123650937.0,15.19,6.26,0.7,4.33
