,日期,开盘,收盘,最高,最低,成交量,成交额,振幅,涨跌幅,涨跌额,换手率
0,2017-12-22,11.03,41.55,41.55,11.03,70125,279933079.0,365.07,397.01,33.19,30.17
1,2018-01-31,45.71,34.08,50.81,34.05,1982545,8329938597.0,40.34,-17.98,-7.47,853.07
2,2018-02-28,33.21,31.96,34.27,26.34,661148,1956812485.0,23.27,-6.22,-2.12,284.49
3,2018-03-30,32.0,50.85,50.85,31.53,1905608,7967325773.0,60.45,59.11,18.89,819.97
4,2018-04-27,53.8,41.73,54.0,40.2,1270739,5861409079.0,27.14,-17.94,-9.12,546.79
5,2018-05-31,42.06,45.92,59.3,38.69,1068105,4947960371.0,49.39,10.04,4.19,459.6
6,2018-06-29,44.94,29.37,52.0,24.68,2373950,7540643830.0,59.49,-36.04,-16.55,600.88
7,2018-07-31,29.08,21.4,30.76,20.92,1331420,3544812332.0,33.5,-27.14,-7.97,337.0
8,2018-08-31,21.8,19.81,22.01,18.0,1167636,2386440720.0,18.74,-7.43,-1.59,295.54
9,2018-09-28,19.6,18.68,22.6,18.08,863797,1768070004.0,22.82,-5.7,-1.13,218.64
10,2018-10-31,18.26,18.01,18.97,15.36,596624,1018616340.0,19.33,-3.59,-0.67,151.01
11,2018-11-30,19.81,20.38,25.68,19.58,2567191,5804008761.0,33.87,13.16,2.37,649.79
12,2018-12-28,20.8,17.85,21.3,17.5,1050906,2016464733.0,18.65,-12.41,-2.53,139.04
13,2019-01-31,17.8,15.08,19.5,14.66,934379,1694342798.0,27.11,-15.52,-2.77,123.63
14,2019-02-28,15.14,19.4,21.0,15.14,1022683,1885350535.0,38.86,28.65,4.32,135.31
15,2019-03-29,19.69,19.9,24.0,19.02,2011203,4279261972.0,25.67,2.58,0.5,266.1
16,2019-04-30,20.47,17.61,22.44,17.0,1419584,2900822445.0,27.34,-11.51,-2.29,187.82
17,2019-05-31,16.79,19.0,19.72,15.61,668160,1205018102.0,23.34,7.89,1.39,88.4
18,2019-06-28,19.0,18.4,24.09,18.08,2487788,5339050303.0,31.63,-3.16,-0.6,329.16
19,2019-07-31,18.9,17.65,18.96,16.4,975156,1723353544.0,13.91,-4.08,-0.75,129.05
20,2019-08-30,17.5,16.44,17.82,15.3,859316,1424989814.0,14.28,-6.86,-1.21,113.72
21,2019-09-30,16.5,16.17,18.89,16.16,1383919,2462410491.0,16.61,-1.64,-0.27,183.15
