,日期,开盘,收盘,最高,最低,成交量,成交额,振幅,涨跌幅,涨跌额,换手率
0,1993-02-19,79.98,71.7,86.0,71.05,25074,188341000.0,16.11,-22.74,-21.1,0.0
1,1993-02-26,73.47,63.6,73.47,55.0,36061,230726000.0,25.76,-11.3,-8.1,0.0
2,1993-03-05,63.5,54.0,64.0,51.3,23330,135264000.0,19.97,-15.09,-9.6,0.0
3,1993-03-12,65.0,57.1,69.9,51.21,27365,162005000.0,34.61,5.74,3.1,0.0
4,1993-03-19,57.8,55.58,59.5,53.1,8311,46798000.0,11.21,-2.66,-1.52,0.0
5,1993-03-26,54.8,46.9,54.8,42.8,18880,88388000.0,21.59,-15.62,-8.68,0.0
6,1993-04-02,46.35,42.3,46.35,41.0,8358,36143000.0,11.41,-9.81,-4.6,0.0
7,1993-04-07,42.3,46.92,49.0,40.1,7920,36561000.0,21.04,10.92,4.62,0.0
8,1993-04-16,56.11,49.6,60.8,45.6,22611,122243000.0,32.4,5.71,2.68,0.0
9,1993-04-23,48.99,52.3,55.36,48.5,7308,37477000.0,13.83,5.44,2.7,0.0
10,1993-04-30,56.0,53.0,56.0,50.1,10063,54165000.0,11.28,1.34,0.7,0.0
11,1993-05-07,52.81,47.49,54.3,46.0,8888,43976000.0,15.66,-10.4,-5.51,0.0
12,1993-05-14,48.0,45.66,48.0,44.0,4790,21782000.0,8.42,-3.85,-1.83,0.0
13,1993-05-21,42.06,45.7,47.7,42.06,3036,13820000.0,12.35,0.09,0.04,0.0
14,1993-05-28,45.0,40.8,45.3,38.58,5616,23140000.0,14.7,-10.72,-4.9,0.0
15,1993-06-04,40.49,40.0,44.8,36.3,8753,35998000.0,20.83,-1.96,-0.8,0.0
16,1993-06-11,39.4,40.86,42.08,38.51,4187,17073000.0,8.93,2.15,0.86,0.0
17,1993-06-18,41.2,40.15,41.5,39.0,2522,10108000.0,6.12,-1.74,-0.71,0.0
18,1993-06-25,39.9,39.8,40.5,39.05,1467,5818000.0,3.61,-0.87,-0.35,0.0
19,1993-07-02,39.6,39.25,40.5,38.96,1756,6951000.0,3.87,-1.38,-0.55,0.0
20,1993-07-09,39.4,33.85,39.4,33.0,3051,10882000.0,16.31,-13.76,-5.4,0.0
21,1993-07-16,31.01,31.9,33.3,30.31,2244,7148000.0,8.83,-5.76,-1.95,0.0
22,1993-07-23,32.3,30.2,32.3,29.8,2019,6201000.0,7.84,-5.33,-1.7,0.0
23,1993-07-30,29.62,31.4,34.0,28.3,3190,9536000.0,18.87,3.97,1.2,0.0
