日期,开盘,收盘,最高,最低,成交量,成交额,振幅,涨跌幅,涨跌额,换手率
2018-05-25,6.74,8.09,8.09,6.74,261,209455.0,24.02,43.95,2.47,0.05
2018-06-01,8.9,13.04,13.04,8.9,924,1044999.0,51.17,61.19,4.95,0.18
2018-06-08,14.34,21.0,21.0,14.34,9674,18821774.0,51.07,61.04,7.96,1.84
2018-06-15,23.1,33.83,33.83,23.1,328850,1102281950.0,51.1,61.1,12.83,62.52
2018-06-22,34.3,29.61,38.38,29.61,1362915,4679314240.0,25.92,-12.47,-4.22,259.11
2018-06-29,28.71,34.25,37.59,28.65,1480492,4867386512.0,30.19,15.67,4.64,281.46
2018-07-06,35.5,34.5,41.45,30.69,1367835,4910216896.0,31.42,0.73,0.25,260.04
2018-07-13,34.45,37.21,43.45,34.45,1345897,5151498720.0,26.09,7.86,2.71,255.87
2018-07-20,35.77,33.23,36.56,31.82,756379,2609955792.0,12.74,-10.7,-3.98,143.8
2018-07-27,33.0,32.6,39.44,32.3,841925,3033352560.0,21.49,-1.9,-0.63,160.06
2018-08-03,32.3,26.31,33.66,26.15,709927,2163784064.0,23.04,-19.29,-6.29,134.97
2018-08-10,25.88,25.64,27.93,24.85,501770,1317069769.0,11.71,-2.55,-0.67,95.39
2018-08-17,24.92,25.02,28.66,24.38,545162,1445192502.0,16.69,-2.42,-0.62,103.64
2018-08-24,24.75,23.5,25.43,23.05,348223,834635944.0,9.51,-6.08,-1.52,66.2
2018-08-31,23.68,22.68,25.02,22.61,376522,889581659.0,10.26,-3.49,-0.82,71.58
2018-09-07,22.0,23.79,24.8,20.95,424482,965527653.0,16.98,4.89,1.11,80.7
2018-09-14,23.36,21.28,24.18,21.05,360280,817302506.0,13.16,-10.55,-2.51,68.49
2018-09-21,20.97,20.93,21.97,20.0,277677,580131339.0,9.26,-1.64,-0.35,52.79
2018-09-28,20.94,19.77,21.25,19.35,183827,374728952.0,9.08,-5.54,-1.16,34.95
2018-11-02,18.56,20.46,21.2,17.96,477348,956034331.0,16.39,3.49,0.69,90.75
2018-11-09,20.77,18.95,21.0,18.82,283903,561119012.0,10.65,-7.38,-1.51,53.97
