,日期,开盘,收盘,最高,最低,成交量,成交额,振幅,涨跌幅,涨跌额,换手率
0,1993-07-16,14.9,13.81,15.79,12.81,93382,133238000.0,298.0,1281.0,12.81,54.29
1,1993-07-23,13.75,12.67,14.0,12.48,30078,38933000.0,11.01,-8.25,-1.14,17.49
2,1993-07-30,12.9,13.35,14.0,11.8,45380,57862000.0,17.36,5.37,0.68,26.38
3,1993-08-06,13.87,14.2,15.8,12.87,180699,260580000.0,21.95,6.37,0.85,105.06
4,1993-08-13,14.27,14.55,14.86,13.71,81878,117552000.0,8.1,2.46,0.35,47.6
5,1993-08-20,14.75,14.79,18.0,14.61,115136,177763000.0,23.3,1.65,0.24,66.94
6,1993-08-27,14.5,13.48,14.7,13.2,27510,37896000.0,10.14,-8.86,-1.31,15.99
7,1993-09-03,14.3,14.48,14.57,13.63,12893,18327000.0,6.97,7.42,1.0,7.5
8,1993-09-10,14.8,14.09,15.0,13.9,19968,24309000.0,7.6,-2.69,-0.39,11.61
9,1993-09-17,13.65,13.54,13.94,13.22,8137,11053000.0,5.11,-3.9,-0.55,4.73
10,1993-09-24,13.68,13.12,13.76,12.25,11930,15983000.0,11.15,-3.1,-0.42,6.94
11,1993-09-30,9.4,9.06,9.6,9.01,6468,5987000.0,4.5,-30.95,-4.06,3.76
12,1993-10-08,9.12,8.8,9.44,8.8,15249,13874000.0,7.06,-2.87,-0.26,8.87
13,1993-10-15,8.8,8.35,9.0,8.1,16063,13737000.0,10.23,-5.11,-0.45,5.84
14,1993-10-22,8.28,7.65,8.37,7.65,12244,9914000.0,8.62,-8.38,-0.7,4.45
15,1993-10-29,7.4,7.55,7.9,6.9,24542,18131000.0,13.07,-1.31,-0.1,8.92
16,1993-11-05,7.5,7.35,7.71,7.01,9054,6723000.0,9.27,-2.65,-0.2,3.29
17,1993-11-12,7.45,7.45,7.65,6.31,12806,9477000.0,18.23,1.36,0.1,4.65
18,1993-11-19,7.6,8.19,8.3,7.55,28239,22592000.0,10.07,9.93,0.74,10.26
19,1993-11-26,8.25,8.99,10.18,7.96,106585,98368000.0,27.11,9.77,0.8,38.73
20,1993-12-03,9.0,9.06,9.4,8.55,40003,36262000.0,9.45,0.78,0.07,14.54
21,1993-12-10,9.1,8.83,9.8,8.6,37239,34024000.0,13.25,-2.54,-0.23,13.53
22,1993-12-17,8.7,7.95,8.8,7.9,9640,7913000.0,10.19,-9.97,-0.88,3.5
23,1993-12-24,7.29,7.0,7.4,6.6,14669,10365700.0,10.06,-11.95,-0.95,5.33
24,1993-12-31,7.03,6.62,7.18,6.0,6616,4432000.0,16.86,-5.43,-0.38,2.4
25,1994-01-07,6.71,7.0,7.0,6.15,5930,3900000.0,12.84,5.74,0.38,2.15
26,1994-01-14,7.1,7.63,8.15,6.97,37680,28587000.0,16.86,9.0,0.63,13.69
27,1994-01-21,7.72,7.96,8.14,7.56,45373,35622000.0,7.6,4.33,0.33,16.49
28,1994-01-28,8.1,7.83,8.48,7.8,32143,26454000.0,8.54,-1.63,-0.13,11.68
29,1994-02-04,7.92,8.17,8.18,7.39,13145,10227000.0,10.09,4.34,0.34,4.78
30,1994-02-18,8.1,8.01,8.38,7.78,8130,6677000.0,7.34,-1.96,-0.16,2.95
31,1994-02-25,8.05,8.4,8.45,7.86,15035,12321000.0,7.37,4.87,0.39,5.46
32,1994-03-04,8.38,8.89,9.2,8.15,63932,55882000.0,12.5,5.83,0.49,23.23
33,1994-03-11,8.92,10.3,10.99,8.72,81857,78973000.0,25.53,15.86,1.41,29.74
34,1994-03-18,10.88,11.0,11.48,9.95,80664,86248000.0,14.85,6.8,0.7,29.31
35,1994-03-25,11.2,16.88,16.88,11.2,282183,388787000.0,51.64,53.45,5.88,102.54
36,1994-04-01,17.0,22.55,22.89,17.0,152378,301205000.0,34.89,33.59,5.67,55.37
37,1994-04-08,22.55,11.3,23.8,10.35,308696,452881000.0,59.65,-49.89,-11.25,112.17
