日期,开盘,收盘,最高,最低,成交量,成交额,振幅,涨跌幅,涨跌额,换手率
2010-06-25,42.78,41.99,43.58,41.32,101301,430531119.0,5.21,-3.25,-1.41,36.18
2010-07-02,40.31,36.35,42.39,34.5,158461,602767103.0,18.79,-13.43,-5.64,56.59
2010-07-09,35.7,40.09,40.79,34.55,131237,502165577.0,17.17,10.29,3.74,46.87
2010-07-16,39.7,41.59,43.09,39.4,129171,529964989.0,9.2,3.74,1.5,46.13
2010-07-23,41.13,42.99,43.8,41.02,127407,545101818.0,6.68,3.37,1.4,45.5
2010-07-30,42.86,41.61,43.98,41.5,113516,486152004.0,5.77,-3.21,-1.38,40.54
2010-08-06,41.51,45.23,45.3,41.51,137004,596399367.0,9.11,8.7,3.62,48.93
2010-08-13,45.35,43.5,45.71,42.66,115514,508908348.0,6.74,-3.82,-1.73,41.25
2010-08-20,44.7,47.31,48.86,44.21,142661,665382455.0,10.69,8.76,3.81,50.95
2010-08-27,47.68,50.62,51.18,46.65,105726,513480197.0,9.58,7.0,3.31,37.76
2010-09-03,51.0,51.41,54.35,50.01,91461,476933113.0,8.57,1.56,0.79,32.66
2010-09-10,52.03,51.7,54.65,49.08,74282,382796149.0,10.83,0.56,0.29,26.53
2010-09-17,51.8,49.2,54.15,48.8,79118,407812436.0,10.35,-4.84,-2.5,28.26
2010-09-21,49.22,45.83,49.48,45.75,22251,105292627.0,7.58,-6.85,-3.37,7.95
2010-09-30,45.5,47.99,48.23,44.33,94742,437423834.0,8.51,4.71,2.16,27.07
2010-10-08,48.4,47.88,49.0,47.7,19564,94299782.0,2.71,-0.23,-0.11,5.59
2010-10-15,48.29,47.6,49.19,45.88,94739,447823638.0,6.91,-0.58,-0.28,27.07
2010-10-22,47.45,49.74,51.08,46.73,116791,573984706.0,9.14,4.5,2.14,33.37
2010-10-29,50.31,56.32,56.7,50.0,110826,585372664.0,13.47,13.23,6.58,31.66
2010-11-05,57.99,58.26,59.97,54.02,115509,656757490.0,10.56,3.44,1.94,33.0
2010-11-12,58.25,55.6,62.0,55.06,97630,572683752.0,11.91,-4.57,-2.66,27.89
2010-11-19,55.8,59.8,59.94,54.01,83933,479510458.0,10.67,7.55,4.2,23.98
2010-11-26,60.01,61.1,63.58,58.57,82564,505904644.0,8.38,2.17,1.3,23.59
2010-12-03,61.0,60.58,63.8,58.03,87648,532695949.0,9.44,-0.85,-0.52,25.04
2010-12-10,60.1,59.06,60.21,56.52,49118,286126996.0,6.09,-2.51,-1.52,14.03
2010-12-17,59.65,61.96,62.54,59.4,55572,341930321.0,5.32,4.91,2.9,15.88
2010-12-24,62.59,55.9,62.6,55.5,56196,334404370.0,11.46,-9.78,-6.06,16.06
2010-12-31,57.0,56.72,57.75,51.96,52553,289848472.0,10.36,1.47,0.82,15.02
2011-01-07,56.74,55.82,57.68,55.06,33220,188038576.0,4.62,-1.59,-0.9,9.49
2011-01-14,55.82,51.8,55.82,50.47,45449,238974025.0,9.58,-7.2,-4.02,12.99
2011-01-21,51.89,50.78,52.5,49.02,42753,216900929.0,6.72,-1.97,-1.02,12.22
2011-01-28,48.9,52.25,52.6,46.8,29390,145349420.0,11.42,2.89,1.47,8.4
2011-02-01,52.25,53.45,54.34,52.25,12662,67650424.0,4.0,2.3,1.2,3.62
2011-02-11,53.2,54.2,54.87,52.05,20668,110865267.0,5.28,1.4,0.75,5.91
2011-02-18,54.38,57.98,58.45,53.35,62794,350297556.0,9.41,6.97,3.78,17.94
