日期,开盘,收盘,最高,最低,成交量,成交额,振幅,涨跌幅,涨跌额,换手率
2000-07-21,13.27,13.43,14.87,13.2,412887,576104000.0,21.74,74.87,5.75,0.0
2000-07-28,13.4,13.42,13.8,13.21,74599,100395000.0,4.39,-0.07,-0.01,0.0
2000-08-04,13.4,13.49,13.6,13.22,44465,59611000.0,2.83,0.52,0.07,0.0
2000-08-11,13.49,14.62,15.0,13.44,200296,285407000.0,11.56,8.38,1.13,0.0
2000-08-18,14.8,14.56,14.88,14.3,165893,241774000.0,3.97,-0.41,-0.06,0.0
2000-08-25,14.5,15.49,15.94,14.36,170326,256058000.0,10.85,6.39,0.93,0.0
2000-09-01,15.95,14.59,15.99,14.5,114727,177125000.0,9.62,-5.81,-0.9,0.0
2000-09-08,14.61,14.25,14.9,13.96,35467,51001000.0,6.44,-2.33,-0.34,0.0
2000-09-15,14.25,14.14,14.45,14.01,16224,23123000.0,3.09,-0.77,-0.11,0.0
2000-09-22,14.12,13.58,14.13,13.5,18449,25341000.0,4.46,-3.96,-0.56,0.0
2000-09-29,13.61,13.84,13.98,13.6,8972,12394000.0,2.8,1.91,0.26,0.0
2000-10-13,13.76,13.76,14.1,13.68,12163,16881000.0,3.03,-0.58,-0.08,0.0
2000-10-20,13.75,14.13,14.13,13.52,13792,19039000.0,4.43,2.69,0.37,0.0
2000-10-27,14.2,14.18,14.55,13.8,29334,42006000.0,5.31,0.35,0.05,0.0
2000-11-03,14.18,14.37,14.42,13.89,17854,25259000.0,3.74,1.34,0.19,0.0
2000-11-10,14.4,14.6,14.7,14.34,31633,45962000.0,2.51,1.6,0.23,0.0
2000-11-17,14.6,14.71,14.96,14.49,41765,61545000.0,3.22,0.75,0.11,0.0
2000-11-24,14.7,14.32,14.91,14.15,32208,47197000.0,5.17,-2.65,-0.39,0.0
2000-12-01,14.24,14.63,14.66,14.11,20184,28880000.0,3.84,2.16,0.31,0.0
2000-12-08,14.63,14.32,14.68,14.1,16036,23182000.0,3.96,-2.12,-0.31,0.0
2000-12-15,14.3,14.19,14.38,14.1,11279,16031000.0,1.96,-0.91,-0.13,0.0
2000-12-22,14.2,14.41,14.68,14.16,17063,24644000.0,3.66,1.55,0.22,0.0
2000-12-29,14.45,14.84,14.98,14.35,40099,59192000.0,4.37,2.98,0.43,0.0
