日期,开盘,收盘,最高,最低,成交量,成交额,振幅,涨跌幅,涨跌额,换手率
2014-09-05,32.62,39.14,39.14,32.62,2474,9671167.0,23.99,44.0,11.96,0.41
2014-09-12,43.05,53.18,57.31,43.05,354809,1920544377.0,36.43,35.87,14.04,59.13
2014-09-19,51.08,46.61,52.0,46.2,429601,2097478654.0,10.91,-12.35,-6.57,71.6
2014-09-26,46.4,44.63,46.83,44.53,237696,1079744793.0,4.93,-4.25,-1.98,39.62
2014-09-30,44.82,45.62,45.78,44.82,57097,259337169.0,2.15,2.22,0.99,9.52
2014-10-10,45.62,44.73,45.79,44.66,89263,403439002.0,2.48,-1.95,-0.89,14.88
2014-10-17,44.6,45.19,45.24,43.78,168776,747894946.0,3.26,1.03,0.46,28.13
2014-10-24,45.18,42.07,46.48,41.88,213933,953687871.0,10.18,-6.9,-3.12,35.66
2014-10-31,42.1,43.23,43.55,40.86,157443,664308753.0,6.39,2.76,1.16,26.24
2014-11-07,43.15,46.4,48.91,42.18,297339,1338583395.0,15.57,7.33,3.17,49.56
2014-11-14,46.43,45.03,49.3,44.7,416731,1949366480.0,9.91,-2.95,-1.37,69.46
2014-11-21,44.81,44.98,45.62,44.08,152624,685622645.0,3.42,-0.11,-0.05,25.44
2014-11-28,45.26,44.03,45.43,43.18,210732,932183885.0,5.0,-2.11,-0.95,35.12
2014-12-05,44.13,43.02,44.87,42.88,189682,833684366.0,4.52,-2.29,-1.01,31.61
2014-12-12,42.89,42.41,43.47,41.21,126081,533222134.0,5.25,-1.42,-0.61,21.01
2014-12-19,42.3,40.09,42.92,40.01,107368,446625758.0,6.86,-5.47,-2.32,17.89
2014-12-26,40.08,38.86,40.08,37.1,109972,423647699.0,7.43,-3.07,-1.23,18.33
2014-12-31,38.9,38.18,38.9,37.71,33715,128335060.0,3.06,-1.75,-0.68,5.62
2015-01-09,38.12,38.28,39.5,38.11,79004,307047158.0,3.64,0.26,0.1,13.17
2015-01-16,38.19,38.04,38.19,36.98,69481,260935867.0,3.16,-0.63,-0.24,11.58
2015-01-23,37.84,39.53,40.5,37.28,147963,584257899.0,8.46,3.92,1.49,24.66
2015-01-30,39.5,39.05,40.2,39.02,76760,304142879.0,2.99,-1.21,-0.48,12.79
2015-02-06,39.0,37.69,39.87,37.55,57848,225117573.0,5.94,-3.48,-1.36,9.64
2015-02-13,37.71,38.45,38.81,37.03,47518,179784140.0,4.72,2.02,0.76,7.92
2015-02-17,38.48,38.9,39.25,38.48,21171,82344957.0,2.0,1.17,0.45,3.53
2015-02-27,38.91,39.34,39.41,38.33,31165,121403194.0,2.78,1.13,0.44,5.19
2015-03-06,39.41,42.87,44.55,38.93,199428,823170123.0,14.29,8.97,3.53,33.24
2015-03-13,42.96,42.3,45.56,40.9,293555,1272390948.0,10.87,-1.33,-0.57,48.93
2015-03-20,42.69,43.16,44.0,42.56,194378,842911417.0,3.4,2.03,0.86,32.4
2015-03-27,43.16,45.48,46.85,42.39,277989,1228188892.0,10.33,5.38,2.32,46.33
2015-04-03,45.02,46.39,46.59,44.2,214653,970159329.0,5.26,2.0,0.91,35.78
2015-04-10,46.53,45.92,47.38,44.01,228552,1047849267.0,7.26,-1.01,-0.47,38.09
2015-04-17,45.93,46.71,47.94,43.5,282751,1309939953.0,9.67,1.72,0.79,47.13
2015-04-24,46.25,55.02,56.46,45.58,396188,2028983591.0,23.29,17.79,8.31,66.03
2015-04-30,57.5,56.38,58.77,53.0,180752,1004467098.0,10.49,2.47,1.36,30.13
2015-05-08,56.0,54.49,57.49,51.01,155988,843338928.0,11.49,-3.35,-1.89,26.0
2015-05-13,54.68,57.08,57.37,54.3,129440,720359740.0,5.63,4.75,2.59,21.57
2015-06-05,62.29,62.29,62.29,62.29,10167,63330679.0,0.0,9.13,5.21,1.69
2015-06-12,62.66,63.96,67.91,58.45,243942,1569236036.0,15.19,2.68,1.67,40.66
2015-06-19,64.01,64.43,73.49,59.81,186020,1235583745.0,21.39,0.73,0.47,31.0
2015-06-26,64.66,62.94,71.45,58.82,128452,837955554.0,19.6,-2.31,-1.49,21.41
2015-07-03,63.59,55.34,68.49,54.02,171082,1043322077.0,22.99,-12.07,-7.6,28.51
2015-07-07,60.44,47.4,60.44,47.4,45806,239578854.0,23.56,-14.35,-7.94,7.63
2015-07-17,52.14,49.72,56.47,44.35,149643,756909756.0,25.57,4.89,2.32,24.94
2015-07-24,51.0,50.07,52.63,46.72,197830,985500824.0,11.89,0.7,0.35,32.97
2015-07-31,49.0,42.09,49.4,39.79,175001,755085961.0,19.19,-15.94,-7.98,29.17
2015-08-07,41.0,43.59,44.09,39.6,179814,765740670.0,10.67,3.56,1.5,29.97
2015-08-14,43.7,45.47,47.06,43.6,189989,858726604.0,7.94,4.31,1.88,31.66
2015-08-21,45.4,43.33,47.92,40.1,207762,920307539.0,17.2,-4.71,-2.14,34.63
2015-08-28,41.88,35.99,41.88,30.0,361086,1249240555.0,27.42,-16.94,-7.34,60.18
2015-09-02,35.5,27.71,35.5,27.01,201656,615842421.0,23.59,-23.01,-8.28,33.61
2015-09-11,28.6,32.61,33.77,28.5,295418,925397194.0,19.02,17.68,4.9,32.75
2015-09-18,32.56,29.66,32.61,27.01,246308,724300636.0,17.17,-9.05,-2.95,27.3
2015-09-25,29.67,30.5,32.86,28.88,230173,721225037.0,13.42,2.83,0.84,25.52
2015-09-30,30.77,31.42,31.75,30.14,73479,227802446.0,5.28,3.02,0.92,8.15
2015-10-09,32.61,34.0,34.39,32.36,87230,290604249.0,6.46,8.21,2.58,9.67
2015-10-16,34.41,36.79,37.24,34.3,239812,855878273.0,8.65,8.21,2.79,26.58
2015-10-23,36.9,36.31,37.58,33.58,209640,747458885.0,10.87,-1.3,-0.48,23.24
2015-10-30,36.84,37.71,38.38,34.09,233089,861244187.0,11.81,3.86,1.4,25.84
2015-11-06,36.8,41.22,42.19,36.5,275069,1093101880.0,15.09,9.31,3.51,30.49
2015-11-13,40.96,42.82,47.27,40.75,286140,1233882088.0,15.82,3.88,1.6,31.72
2015-11-20,41.75,43.29,45.0,41.05,173740,745680045.0,9.22,1.1,0.47,19.26
2015-11-27,43.39,43.85,46.88,42.73,217297,975612077.0,9.59,1.29,0.56,24.09
2015-12-04,43.51,46.13,47.2,41.06,232694,1053751898.0,14.0,5.2,2.28,25.79
2015-12-11,46.28,42.8,46.3,42.68,133874,592592702.0,7.85,-7.22,-3.33,14.84
2015-12-18,42.75,45.23,46.65,42.38,116330,525319355.0,9.98,5.68,2.43,12.9
2015-12-25,45.0,48.45,48.67,44.71,146465,684909799.0,8.76,7.12,3.22,16.24
2015-12-31,48.47,49.99,51.22,46.03,165186,804004201.0,10.71,3.18,1.54,18.31
2016-01-08,49.99,39.89,50.09,38.0,144730,632586125.0,24.18,-20.2,-10.1,16.04
2016-01-15,38.32,37.26,40.39,36.88,136228,529341461.0,8.8,-6.59,-2.63,15.1
2016-01-22,36.88,35.96,38.7,34.7,104859,389809471.0,10.74,-3.49,-1.3,11.62
2016-01-29,36.5,33.94,36.55,31.0,113443,381529632.0,15.43,-5.62,-2.02,12.58
2016-02-05,34.98,37.73,39.48,34.88,132041,493004237.0,13.55,11.17,3.79,14.64
2016-02-19,36.0,38.27,39.56,35.97,139811,537343661.0,9.51,1.43,0.54,15.5
2016-02-26,38.55,35.74,40.45,34.92,151545,580845980.0,14.45,-6.61,-2.53,16.8
2016-03-04,35.62,35.23,37.0,32.78,116294,408393661.0,11.81,-1.43,-0.51,12.89
2016-03-11,35.33,35.94,36.59,34.78,57773,206403672.0,5.14,2.02,0.71,6.4
2016-03-18,36.2,38.0,38.77,35.53,141320,523226102.0,9.02,5.73,2.06,15.67
2016-03-25,38.63,41.33,41.38,38.11,216258,851587573.0,8.61,8.76,3.33,23.97
2016-04-01,40.5,38.18,40.5,37.32,213669,830455295.0,7.69,-7.62,-3.15,23.69
2016-04-08,38.31,38.99,40.18,38.3,120450,473712738.0,4.92,2.12,0.81,13.35
2016-04-15,39.4,41.17,41.57,39.22,174670,704972213.0,6.03,5.59,2.18,19.36
2016-04-22,40.96,38.19,40.96,37.42,121441,474328544.0,8.6,-7.24,-2.98,13.46
2016-04-29,38.0,38.17,40.98,37.83,113007,444826285.0,8.25,-0.05,-0.02,12.53
2016-05-06,38.21,37.84,39.96,37.8,118730,464549221.0,5.66,-0.86,-0.33,13.16
2016-05-13,37.78,35.8,37.78,35.2,86428,313599333.0,6.82,-5.39,-2.04,9.58
2016-05-20,35.35,35.52,36.55,34.6,68705,244261631.0,5.45,-0.78,-0.28,7.62
2016-05-27,35.56,36.1,36.85,35.02,86279,311191137.0,5.15,1.63,0.58,9.56
2016-06-03,35.97,41.73,41.73,35.6,195667,764640939.0,16.98,15.6,5.63,21.69
2016-06-08,42.6,50.34,52.33,42.6,419845,1990980208.0,23.32,20.63,8.61,46.54
2016-06-17,49.38,49.34,53.36,46.53,472466,2365624704.0,13.57,-1.99,-1.0,52.37
2016-06-24,50.0,52.31,54.27,47.7,474289,2422236333.0,13.32,6.02,2.97,52.58
2016-07-01,51.8,52.13,56.48,51.19,287299,1536178585.0,10.11,-0.34,-0.18,31.85
2016-07-08,51.51,52.26,55.8,51.51,222892,1184711875.0,8.23,0.25,0.13,24.71
2016-07-15,52.0,50.49,52.55,48.68,152912,775725950.0,7.41,-3.39,-1.77,16.95
2016-07-22,50.0,48.07,51.39,47.87,159426,791403166.0,6.97,-4.79,-2.42,17.67
2016-07-29,47.6,46.81,48.66,45.01,149225,698747012.0,7.59,-2.62,-1.26,16.54
2016-08-05,46.25,47.13,47.9,45.5,88705,416510435.0,5.13,0.68,0.32,9.83
2016-08-12,46.89,48.83,49.24,46.61,89770,432837819.0,5.58,3.61,1.7,9.95
2016-08-19,48.83,51.35,52.89,48.5,155936,795776034.0,8.99,5.16,2.52,17.29
2016-08-26,51.21,48.96,51.21,48.66,101663,502888660.0,4.97,-4.65,-2.39,11.27
2016-09-02,48.89,47.76,49.79,47.22,74588,364370518.0,5.25,-2.45,-1.2,8.27
2016-09-09,47.89,48.62,49.55,47.38,80833,392963183.0,4.54,1.8,0.86,8.96
2016-09-14,47.33,46.86,47.72,46.66,41887,196946333.0,2.18,-3.62,-1.76,4.64
2016-09-23,46.9,47.96,48.16,46.62,63020,298836383.0,3.29,2.35,1.1,6.99
2016-09-30,47.8,46.65,48.06,46.0,58465,273249912.0,4.3,-2.73,-1.31,6.48
2016-10-14,46.85,47.68,48.17,46.62,95309,452688321.0,3.32,2.21,1.03,10.57
2016-10-21,47.82,47.63,49.49,47.2,153795,747471578.0,4.8,-0.1,-0.05,17.05
2016-10-28,47.64,46.91,48.03,46.7,92713,438050189.0,2.79,-1.51,-0.72,10.28
2016-11-04,46.96,49.5,50.0,46.53,173846,848026956.0,7.4,5.52,2.59,19.27
2016-11-11,49.74,52.78,54.7,47.6,210418,1066011493.0,14.34,6.63,3.28,23.33
2016-11-18,52.85,51.38,53.74,50.5,167760,870574019.0,6.14,-2.65,-1.4,18.6
2016-11-25,52.0,50.69,53.18,49.0,178311,924075825.0,8.14,-1.34,-0.69,19.77
2016-12-02,50.75,48.38,51.0,48.25,87733,437284947.0,5.43,-4.56,-2.31,9.73
2016-12-09,48.01,48.23,49.3,47.8,67410,328210075.0,3.1,-0.31,-0.15,7.47
2016-12-16,48.0,46.92,48.39,44.91,82773,382838464.0,7.22,-2.72,-1.31,9.18
2016-12-23,47.26,45.88,47.26,45.58,46275,215188307.0,3.58,-2.22,-1.04,5.13
2016-12-30,45.41,46.27,47.11,45.41,37312,173696090.0,3.71,0.85,0.39,4.14
2017-01-06,46.31,46.52,47.55,45.8,38836,182435340.0,3.78,0.54,0.25,4.31
2017-01-13,46.04,45.21,46.83,43.16,61468,278255325.0,7.89,-2.82,-1.31,6.81
2017-01-20,44.8,44.89,46.12,43.4,81817,368305872.0,6.02,-0.71,-0.32,9.07
2017-01-26,44.95,46.11,46.15,44.5,31882,144811925.0,3.68,2.72,1.22,3.53
2017-02-03,46.2,45.76,46.29,45.58,5895,27003349.0,1.54,-0.76,-0.35,0.65
2017-02-10,45.84,45.79,46.3,44.95,60196,274906670.0,2.95,0.07,0.03,6.67
2017-02-17,45.71,45.44,46.84,45.38,56945,262950590.0,3.19,-0.76,-0.35,6.31
2017-02-24,45.31,47.71,48.08,45.12,63413,297080187.0,6.51,5.0,2.27,7.03
