日期,开盘,收盘,最高,最低,成交量,成交额,振幅,涨跌幅,涨跌额,换手率
2017-01-13,8.37,9.13,9.13,8.37,81,73280.0,11.99,44.01,2.79,0.04
2017-01-20,10.04,14.69,14.69,10.04,353,459924.0,50.93,60.9,5.56,0.16
2017-01-26,16.16,21.52,21.52,16.16,879,1756272.0,36.49,46.49,6.83,0.41
2017-02-03,23.67,23.67,23.67,23.67,985,2332039.0,0.0,9.99,2.15,0.45
2017-02-10,26.04,38.12,38.12,26.04,4283,14883183.0,51.04,61.05,14.45,1.98
2017-02-17,41.93,47.8,51.28,41.93,465732,2245575267.0,24.53,25.39,9.68,214.92
2017-02-24,45.8,46.95,47.49,41.56,355285,1562457806.0,12.41,-1.78,-0.85,163.95
2017-03-03,48.3,46.03,49.53,43.88,287070,1319368698.0,12.03,-1.96,-0.92,132.47
2017-03-10,45.99,48.02,51.48,45.85,332217,1602649212.0,12.23,4.32,1.99,153.31
2017-03-17,47.8,48.05,51.38,46.05,275561,1351789065.0,11.1,0.06,0.03,127.16
2017-03-24,47.91,50.17,52.0,47.14,251865,1256608560.0,10.11,4.41,2.12,116.23
2017-03-31,50.18,44.38,52.66,43.5,243955,1181292609.0,18.26,-11.54,-5.79,112.58
2017-04-07,43.06,45.1,46.95,43.06,78943,359877575.0,8.77,1.62,0.72,36.43
2017-04-14,45.11,44.42,46.6,42.57,130535,583281938.0,8.94,-1.51,-0.68,60.24
2017-04-21,41.21,35.43,41.45,34.7,104594,393039787.0,15.2,-20.24,-8.99,48.27
2017-04-28,35.43,37.01,37.48,34.05,107642,387830683.0,9.68,4.46,1.58,49.67
2017-05-05,36.7,35.43,37.1,35.43,49179,179354357.0,4.51,-4.27,-1.58,22.69
2017-05-12,34.29,35.9,36.33,33.44,74019,258693306.0,8.16,1.33,0.47,34.16
2017-05-19,35.96,36.92,37.99,34.86,70893,261323859.0,8.72,2.84,1.02,32.71
2017-05-26,36.7,31.95,37.16,30.55,67390,221356183.0,17.9,-13.46,-4.97,31.1
2017-06-02,32.8,29.89,33.48,28.0,41973,129101927.0,17.15,-6.45,-2.06,19.37
2017-06-09,30.09,31.97,32.48,29.6,55326,172181794.0,9.64,6.96,2.08,25.53
2017-06-16,31.55,24.95,31.7,24.2,83958,230771326.0,23.46,-21.96,-7.02,29.8
2017-06-23,25.3,24.4,26.78,23.52,119323,298743847.0,13.07,-2.2,-0.55,42.36
2017-06-30,24.48,24.56,25.15,23.65,82506,201171504.0,6.15,0.66,0.16,29.29
2017-07-07,24.57,30.04,30.04,24.38,134163,363888838.0,23.05,22.31,5.48,47.62
2017-07-14,29.0,27.81,30.58,26.33,378286,1065662579.0,14.15,-7.42,-2.23,134.28
2017-07-21,27.21,23.45,27.39,22.77,178901,439144231.0,16.61,-15.68,-4.36,63.51
2017-07-28,23.25,26.33,27.1,22.51,217967,553101660.0,19.57,12.28,2.88,77.37
2017-08-04,26.24,25.31,26.52,23.7,167621,421668692.0,10.71,-3.87,-1.02,59.5
2017-08-11,25.31,24.15,25.45,23.71,122405,300438428.0,6.87,-4.58,-1.16,43.45
2017-08-18,24.08,24.92,26.59,24.0,146743,370543789.0,10.72,3.19,0.77,52.09
2017-08-25,24.8,25.48,27.0,24.73,144962,371718797.0,9.11,2.25,0.56,51.46
