日期,开盘,收盘,最高,最低,成交量,成交额,振幅,涨跌幅,涨跌额,换手率
1998-03-06,13.78,14.66,15.38,13.2,390758,555024000.0,41.21,177.13,9.37,156.3
1998-03-13,14.8,14.47,15.0,13.76,99151,141345000.0,8.46,-1.3,-0.19,39.66
1998-03-20,14.9,19.15,19.24,14.71,277367,479941000.0,31.31,32.34,4.68,110.95
1998-03-27,19.0,19.28,21.25,17.9,222942,437429000.0,17.49,0.68,0.13,89.18
1998-04-03,19.68,19.0,20.68,18.5,136958,265255000.0,11.31,-1.45,-0.28,54.78
1998-04-10,18.92,19.15,20.99,18.2,127185,246750000.0,14.68,0.79,0.15,50.87
1998-04-17,19.5,19.39,21.9,19.15,133567,272182000.0,14.36,1.25,0.24,53.43
1998-04-24,19.0,18.84,19.99,18.8,50511,96719000.0,6.14,-2.84,-0.55,20.2
1998-04-30,18.7,19.2,19.8,18.2,44781,84406000.0,8.49,1.91,0.36,17.91
1998-05-08,19.28,18.79,20.1,18.3,54200,103893000.0,9.38,-2.14,-0.41,21.68
1998-05-15,18.78,18.23,18.78,17.1,47353,83588000.0,8.94,-2.98,-0.56,18.94
1998-05-22,18.15,17.2,18.15,16.72,26725,46066000.0,7.84,-5.65,-1.03,10.69
1998-05-29,17.2,17.6,17.89,16.78,26771,46158000.0,6.45,2.33,0.4,10.71
1998-06-05,17.5,17.75,18.13,16.99,31920,56202000.0,6.48,0.85,0.15,12.77
1998-06-12,17.8,18.35,19.58,17.75,66429,124405000.0,10.31,3.38,0.6,26.57
1998-06-19,18.25,18.43,18.65,17.58,21926,39643000.0,5.83,0.44,0.08,8.77
1998-06-26,18.55,18.0,19.3,17.9,34212,63927000.0,7.6,-2.33,-0.43,13.68
1998-07-03,18.0,16.74,18.0,16.55,18102,30864000.0,8.06,-7.0,-1.26,7.24
1998-07-10,16.7,16.88,16.94,15.9,12518,20524000.0,6.21,0.84,0.14,5.01
1998-07-17,16.65,15.17,16.8,15.12,18790,29728000.0,9.95,-10.13,-1.71,7.52
1998-07-24,15.0,15.8,15.99,14.8,12738,19628000.0,7.84,4.15,0.63,5.1
