日期,开盘,收盘,最高,最低,成交量,成交额,振幅,涨跌幅,涨跌额,换手率
1999-09-30,5.8,5.72,6.08,5.65,1507243,877990612.0,11.26,49.74,1.9,55.41
1999-10-08,5.68,5.51,5.69,5.42,75193,41648972.0,4.72,-3.67,-0.21,2.76
1999-10-15,5.45,5.35,5.53,5.22,177145,95359387.0,5.63,-2.9,-0.16,6.51
1999-10-22,5.38,5.16,5.39,5.0,192922,99215489.0,7.29,-3.55,-0.19,7.09
1999-10-29,5.2,5.43,5.72,5.13,388247,212740938.0,11.43,5.23,0.27,14.27
1999-11-05,5.4,5.26,5.46,5.21,95072,50689320.0,4.6,-3.13,-0.17,3.5
1999-11-12,5.23,5.21,5.33,5.12,74925,39173877.0,3.99,-0.95,-0.05,2.75
1999-11-19,5.21,5.3,5.42,5.18,112967,60148043.0,4.61,1.73,0.09,4.15
1999-11-26,5.28,5.18,5.35,5.15,86447,45483055.5,3.77,-2.26,-0.12,3.18
1999-12-03,5.12,5.06,5.18,4.99,348118,177157521.0,3.67,-2.32,-0.12,10.24
1999-12-10,5.06,4.84,5.08,4.78,92863,45829828.5,5.93,-4.35,-0.22,2.73
1999-12-17,4.84,4.75,4.92,4.7,104895,50382427.0,4.55,-1.86,-0.09,3.09
1999-12-24,4.68,4.55,4.68,4.5,62212,28326716.0,3.79,-4.21,-0.2,1.83
1999-12-30,4.55,4.53,4.63,4.4,39817,18004035.5,5.05,-0.44,-0.02,1.17
2000-01-07,4.54,5.04,5.05,4.47,261770,126618183.0,12.8,11.26,0.51,7.7
2000-01-14,5.1,4.65,5.13,4.63,224492,110222501.0,9.92,-7.74,-0.39,6.6
2000-01-21,4.62,5.0,5.08,4.5,266122,129930252.5,12.47,7.53,0.35,7.83
2000-01-28,5.0,4.95,5.06,4.75,262376,128995827.0,6.2,-1.0,-0.05,7.72
2000-02-18,5.1,7.99,7.99,4.99,2222898,1548026240.0,60.61,61.41,3.04,65.38
2000-02-25,8.44,6.65,8.77,6.3,1749609,1279129232.0,30.91,-16.77,-1.34,51.46
2000-03-03,6.68,7.81,8.1,6.58,1117034,828404998.0,22.86,17.44,1.16,32.85
2000-03-10,7.8,7.47,7.92,6.89,566918,419637744.0,13.19,-4.35,-0.34,16.67
2000-03-17,7.54,7.68,8.5,7.15,810132,630902256.0,18.07,2.81,0.21,23.83
2000-03-24,7.58,7.71,8.09,7.4,389025,302479436.0,8.98,0.39,0.03,11.44
2000-03-31,7.7,8.41,8.93,7.61,666349,560311980.0,17.12,9.08,0.7,19.6
2000-04-07,8.45,7.82,8.58,7.6,278223,218309418.0,11.65,-7.02,-0.59,8.18
2000-04-14,7.82,7.52,7.99,7.46,240165,184645918.0,6.78,-3.84,-0.3,7.06
2000-04-21,7.5,7.31,7.57,7.0,226479,163589607.0,7.58,-2.79,-0.21,6.66
2000-04-28,7.31,7.39,7.5,7.01,167259,121322976.0,6.7,1.09,0.08,4.92
2000-05-12,7.42,7.07,7.62,7.0,93872,68230965.0,8.39,-4.33,-0.32,2.76
2000-05-19,7.1,7.42,7.55,6.6,171078,122292088.0,13.44,4.95,0.35,5.03
2000-05-26,7.46,7.98,8.12,7.36,381987,299039960.0,10.24,7.55,0.56,11.23
2000-06-02,8.0,7.79,8.07,7.52,234051,181685224.0,6.89,-2.38,-0.19,6.88
2000-06-09,7.81,8.25,8.8,7.8,676283,568316560.0,12.84,5.91,0.46,19.89
2000-06-16,8.4,8.63,9.14,8.3,470548,411792828.0,10.18,4.61,0.38,13.84
2000-06-23,8.43,8.36,8.8,8.08,366508,305407288.0,8.34,-3.13,-0.27,10.78
2000-06-30,8.4,7.9,8.7,7.77,379305,314065028.0,11.12,-5.5,-0.46,11.16
2000-07-07,7.9,7.95,8.0,7.59,213050,165651446.0,5.19,0.63,0.05,6.27
2000-07-14,7.99,8.11,8.45,7.96,209800,171311437.0,6.16,2.01,0.16,6.17
2000-07-21,8.12,7.9,8.25,7.8,131866,105610080.0,5.55,-2.59,-0.21,3.88
2000-07-28,7.88,8.03,8.19,7.75,156822,124661044.0,5.57,1.65,0.13,4.61
2000-08-04,8.03,7.89,8.21,7.8,138617,111563160.0,5.11,-1.74,-0.14,4.08
2000-08-11,7.88,8.06,8.1,7.75,175925,138539622.0,4.44,2.15,0.17,5.17
2000-08-18,8.0,7.85,8.18,7.78,181126,143691960.0,4.96,-2.61,-0.21,5.33
2000-08-25,7.85,7.64,8.05,7.21,234224,181640564.0,10.7,-2.68,-0.21,6.89
2000-09-01,7.61,7.31,7.99,7.3,179714,138066582.0,9.03,-4.32,-0.33,5.29
2000-09-08,7.3,7.19,7.4,6.95,145762,103656564.0,6.16,-1.64,-0.12,4.29
2000-09-15,7.25,7.49,7.88,7.25,203824,154761449.0,8.76,4.17,0.3,5.99
2000-09-22,7.5,7.28,7.55,7.05,91667,66653508.0,6.68,-2.8,-0.21,2.7
