日期,开盘,收盘,最高,最低,成交量,成交额,振幅,涨跌幅,涨跌额,换手率
1997-04-18,21.0,21.29,22.7,20.1,682551,1443439152.0,34.21,180.13,13.69,113.76
1997-04-25,21.5,24.89,26.29,21.5,327812,787641584.0,22.5,16.91,3.6,54.64
1997-04-30,25.38,23.85,26.99,23.2,136515,338908824.0,15.23,-4.18,-1.04,22.75
1997-05-09,24.0,22.68,25.0,22.0,257536,609174776.0,12.58,-4.91,-1.17,42.92
1997-05-16,22.7,19.62,23.9,19.53,146039,315371668.0,19.27,-13.49,-3.06,24.34
1997-05-23,20.11,18.34,21.5,18.1,89651,179458730.0,17.33,-6.52,-1.28,14.94
1997-05-30,18.5,18.93,19.5,17.25,61469,116091267.0,12.27,3.22,0.59,10.24
1997-06-06,19.3,18.85,21.61,18.51,103951,210294490.0,16.38,-0.42,-0.08,17.33
1997-06-13,18.8,17.76,19.1,16.0,44566,78077500.0,16.45,-5.78,-1.09,7.43
1997-06-20,18.1,18.24,18.9,16.98,49031,88425704.0,10.81,2.7,0.48,8.17
1997-06-27,18.8,18.44,20.2,17.51,130293,248078790.0,14.75,1.1,0.2,21.72
1997-07-04,18.7,17.17,18.88,16.2,32397,55639116.0,14.53,-6.89,-1.27,5.4
1997-07-11,17.51,16.45,17.51,15.18,38514,61797516.5,13.57,-4.19,-0.72,6.42
1997-07-18,16.6,18.43,19.0,16.6,96777,176385934.0,14.59,12.04,1.98,16.13
1997-07-25,18.63,17.89,19.5,17.65,55527,103344366.0,10.04,-2.93,-0.54,9.25
1997-08-01,17.88,19.34,19.48,17.5,89342,167583509.0,11.07,8.11,1.45,14.89
1997-08-08,19.65,18.82,20.1,18.52,69561,134864274.0,8.17,-2.69,-0.52,11.59
1997-08-15,19.0,17.55,19.01,17.2,34799,62714032.5,9.62,-6.75,-1.27,5.8
1997-08-22,17.44,18.63,18.95,17.2,22153,40066746.25,9.97,6.15,1.08,3.69
1997-08-29,18.65,17.95,19.15,17.9,36569,68063850.0,6.71,-3.65,-0.68,6.09
1997-09-05,17.8,18.49,18.98,17.7,22803,41899808.0,7.13,3.01,0.54,3.8
1997-09-12,18.1,17.55,18.5,17.5,19891,35769312.0,5.41,-5.08,-0.94,3.32
1997-09-19,17.6,17.0,17.6,16.4,18283,31089633.0,6.84,-3.13,-0.55,3.05
1997-09-26,17.0,16.31,17.18,14.38,38512,62607815.0,16.47,-4.06,-0.69,6.42
1997-09-30,16.0,16.33,16.79,15.88,6544,10669803.25,5.58,0.12,0.02,1.09
1997-10-10,16.33,16.56,16.8,16.05,9945,16347511.25,4.59,1.41,0.23,1.66
1997-10-17,16.3,17.6,17.88,16.05,30081,51823062.75,11.05,6.28,1.04,5.01
1997-10-24,17.8,18.34,18.5,17.2,53327,95414791.0,7.39,4.2,0.74,8.89
1997-10-31,18.78,18.98,20.5,17.81,111940,213451104.0,14.67,3.49,0.64,18.66
1997-11-07,19.0,20.96,21.2,18.8,108893,220364428.0,12.64,10.43,1.98,18.15
1997-11-14,21.39,19.73,21.4,19.18,72880,146517300.0,10.59,-5.87,-1.23,12.15
1997-11-21,20.08,19.2,21.18,19.0,40163,78846789.0,11.05,-2.69,-0.53,6.69
1997-11-28,19.0,19.76,19.8,18.2,40001,75604865.0,8.33,2.92,0.56,6.67
1997-12-05,19.76,20.55,21.65,19.5,123614,255177944.0,10.88,4.0,0.79,20.6
1997-12-12,20.55,21.5,21.85,20.5,87420,186171794.0,6.57,4.62,0.95,14.57
1997-12-19,21.6,21.79,22.88,21.1,69099,152096908.0,8.28,1.35,0.29,11.52
1997-12-26,21.7,23.18,23.81,21.41,62602,143067154.0,11.01,6.38,1.39,10.43
1997-12-31,23.5,22.88,23.6,22.5,18779,42853408.0,4.75,-1.29,-0.3,3.13
1998-01-09,22.85,22.29,23.9,21.95,105970,240500614.0,8.52,-2.58,-0.59,17.66
1998-01-16,22.28,21.92,22.98,20.11,66172,143384764.0,12.88,-1.66,-0.37,11.03
1998-01-23,22.4,21.54,22.4,20.88,22084,47475955.5,6.93,-1.73,-0.38,3.68
1998-02-13,22.01,20.49,22.48,19.3,37772,78119097.0,14.76,-4.87,-1.05,6.3
1998-02-20,20.49,20.89,21.35,19.81,85725,178013221.0,7.52,1.95,0.4,14.29
1998-02-27,20.79,18.8,20.82,18.8,47674,93155730.0,9.67,-10.0,-2.09,7.95
1998-03-06,18.65,18.18,19.0,17.8,23892,43614479.5,6.38,-3.3,-0.62,3.98
1998-03-13,18.2,18.58,19.14,18.08,17259,31994108.0,5.83,2.2,0.4,2.88
1998-03-20,18.54,18.0,18.9,17.95,28826,52913898.0,5.11,-3.12,-0.58,4.8
1998-03-27,18.0,17.69,18.33,17.25,28331,49889798.0,6.0,-1.72,-0.31,4.72
1998-04-03,17.68,18.39,18.5,17.3,38217,68723084.0,6.78,3.96,0.7,6.37
1998-04-10,18.43,19.96,19.98,18.0,57570,108382284.0,10.77,8.54,1.57,9.6
1998-04-17,20.3,18.58,20.7,18.48,55627,109745857.0,11.12,-6.91,-1.38,9.27
1998-04-24,18.3,19.01,19.48,18.22,22637,42721832.5,6.78,2.31,0.43,3.77
1998-04-30,19.02,19.93,20.34,19.0,37847,74731533.0,7.05,4.84,0.92,6.31
1998-05-08,20.21,19.93,21.11,19.4,60840,123355686.0,8.58,0.0,0.0,10.14
1998-05-14,19.95,19.65,19.95,19.2,23349,45610040.0,3.76,-1.4,-0.28,3.89
1998-05-22,19.98,19.17,20.17,19.15,31547,61578488.5,5.19,-2.44,-0.48,5.26
1998-05-29,13.7,13.3,13.85,13.02,34242,45482001.0,4.33,-30.62,-5.87,4.08
1998-06-05,13.45,13.6,14.48,13.14,51930,71936692.0,10.08,2.26,0.3,6.18
1998-06-12,13.6,13.65,13.83,13.08,30671,41267482.5,5.51,0.37,0.05,3.65
1998-06-19,13.65,12.69,13.79,12.3,43414,55878710.0,10.92,-7.03,-0.96,4.26
1998-06-26,12.8,13.19,13.68,12.41,73880,96685857.0,10.01,3.94,0.5,7.24
1998-07-03,13.25,12.11,13.3,11.9,30905,38397928.0,10.61,-8.19,-1.08,3.03
1998-07-10,12.0,12.39,12.4,11.77,14206,17199685.25,5.2,2.31,0.28,1.39
1998-07-17,12.52,11.14,12.52,11.12,19803,23153305.75,11.3,-10.09,-1.25,1.94
1998-07-24,11.0,11.3,11.33,10.66,14168,15523277.0,6.01,1.44,0.16,1.39
1998-07-31,11.3,11.14,11.35,10.8,11255,12450541.88,4.87,-1.42,-0.16,1.1
1998-08-07,11.3,10.3,11.3,10.28,19637,21174840.5,9.16,-7.54,-0.84,1.93
1998-08-14,10.3,8.56,10.3,8.55,24832,22784534.75,16.99,-16.89,-1.74,2.43
1998-08-21,8.4,8.36,8.48,7.25,43245,34673779.5,14.37,-2.34,-0.2,4.24
1998-08-28,8.33,8.18,9.15,8.1,40865,35233143.75,12.56,-2.15,-0.18,4.01
1998-09-04,8.0,8.41,8.5,7.58,17483,14340855.25,11.25,2.81,0.23,1.71
1998-09-11,8.5,9.9,10.08,8.45,98640,92788784.0,19.38,17.72,1.49,9.67
1998-09-18,9.95,9.01,10.04,8.88,55505,52813234.5,11.72,-8.99,-0.89,5.44
1998-09-25,8.98,9.16,9.45,8.86,23360,21490316.25,6.55,1.66,0.15,2.29
1998-09-30,9.15,9.17,9.28,8.97,11896,10860490.25,3.38,0.11,0.01,1.17
1998-10-09,9.1,8.96,9.12,8.45,22063,19362203.5,7.31,-2.29,-0.21,2.16
1998-10-16,8.96,8.92,9.1,8.61,24230,21361710.25,5.47,-0.45,-0.04,2.38
1998-10-23,8.93,8.5,9.12,8.34,24167,21019685.75,8.74,-4.71,-0.42,2.37
1998-10-30,8.4,8.46,8.68,8.18,24795,20984497.25,5.88,-0.47,-0.04,2.43
1998-11-06,8.5,8.76,8.9,8.25,33035,28443471.5,7.68,3.55,0.3,3.24
1998-11-13,8.8,8.99,9.25,8.7,38474,34520183.0,6.28,2.63,0.23,3.77
1998-11-20,9.01,8.71,9.25,8.65,28050,25101590.75,6.67,-3.11,-0.28,2.75
1998-11-27,8.67,8.31,8.71,8.29,17008,14449470.0,4.82,-4.59,-0.4,1.67
1998-12-04,8.31,8.2,8.4,8.18,11540,9538363.5,2.65,-1.32,-0.11,1.13
1998-12-11,8.28,8.08,8.39,7.92,9417,7658884.94,5.73,-1.46,-0.12,0.92
