日期,开盘,收盘,最高,最低,成交量,成交额,振幅,涨跌幅,涨跌额,换手率
2021-06-18,15.0,15.55,19.3,15.0,203971,329134592.0,55.77,101.69,7.84,65.87
2021-06-25,15.1,14.45,17.2,14.0,545214,831409085.0,20.58,-7.07,-1.1,176.08
2021-07-02,14.48,13.32,14.79,13.28,192662,271506068.0,10.45,-7.82,-1.13,59.0
2021-07-09,13.28,14.0,14.06,13.28,128332,176606674.0,5.86,5.11,0.68,39.3
2021-07-16,13.93,13.35,14.06,13.28,82844,113111570.0,5.57,-4.64,-0.65,25.37
2021-07-23,13.44,13.39,13.76,13.33,88524,119785434.0,3.22,0.3,0.04,27.11
2021-07-30,13.36,13.05,13.5,12.32,97261,126180935.0,8.81,-2.54,-0.34,29.78
2021-08-06,12.83,13.14,13.6,12.83,79879,106126922.0,5.9,0.69,0.09,24.46
2021-08-13,13.15,14.47,14.98,13.14,221107,315920447.0,14.0,10.12,1.33,67.71
2021-08-20,14.69,13.27,14.69,13.13,95671,133349238.0,10.78,-8.29,-1.2,29.3
2021-08-27,13.26,13.35,14.09,13.26,87580,119896586.0,6.25,0.6,0.08,26.82
2021-09-03,13.58,15.03,15.78,12.86,264687,383203204.0,21.87,12.58,1.68,81.05
2021-09-10,14.99,15.69,16.8,14.39,267344,407163961.0,16.03,4.39,0.66,81.87
2021-09-17,16.4,14.4,16.71,13.97,208594,308975794.0,17.46,-8.22,-1.29,63.88
2021-09-24,14.67,14.46,16.0,14.3,152539,230817433.0,11.81,0.42,0.06,46.71
2021-09-30,14.93,14.92,15.49,13.4,172032,250462293.0,14.45,3.18,0.46,52.68
2021-10-08,15.19,14.71,15.34,14.55,28701,42413742.0,5.29,-1.41,-0.21,8.79
2021-10-15,14.7,13.19,14.78,13.11,116512,158904749.0,11.35,-10.33,-1.52,35.68
2021-10-22,13.03,12.55,13.56,12.55,81017,106136318.0,7.66,-4.85,-0.64,24.81
2021-10-29,12.5,12.07,13.13,11.73,87116,108480433.0,11.16,-3.82,-0.48,26.68
2021-11-05,11.99,12.65,12.77,11.8,52524,64602308.0,8.04,4.81,0.58,16.08
2021-11-12,12.85,13.65,13.76,12.44,75293,98241719.0,10.43,7.91,1.0,23.06
2021-11-19,13.9,14.5,14.77,13.55,124203,176081675.0,8.94,6.23,0.85,38.03
2021-11-26,14.4,15.42,15.95,14.28,142095,215354440.0,11.52,6.34,0.92,43.51
2021-12-03,15.07,15.3,16.69,14.88,141340,224383368.0,11.74,-0.78,-0.12,43.28
2021-12-10,15.59,14.22,15.59,14.18,55704,81310654.0,9.22,-7.06,-1.08,17.06
2021-12-17,14.11,15.18,16.18,14.03,133753,201467206.0,15.12,6.75,0.96,40.96
2021-12-24,15.6,13.84,16.01,13.82,164598,246640647.0,14.43,-8.83,-1.34,48.38
2021-12-31,13.55,13.64,13.99,13.4,67024,91451858.0,4.26,-1.45,-0.2,20.25
2022-01-07,13.78,13.3,13.93,13.28,57659,78816349.0,4.77,-2.49,-0.34,17.42
2022-01-14,13.31,15.82,17.48,13.17,393350,624769340.0,32.41,18.95,2.52,118.87
2022-01-21,15.91,15.2,16.72,14.78,334300,525552602.0,12.26,-3.92,-0.62,101.02
2022-01-28,15.14,15.18,15.94,14.18,190254,287985404.0,11.58,-0.13,-0.02,57.49
2022-02-11,15.44,13.84,16.2,13.84,238117,359013680.0,15.55,-8.83,-1.34,71.96
2022-02-18,13.48,13.75,14.11,13.47,86224,119116961.0,4.62,-0.65,-0.09,26.06
2022-02-25,13.64,13.84,14.34,13.24,109716,152007533.0,8.0,0.65,0.09,33.16
2022-03-04,13.86,13.93,14.53,13.61,87451,123510583.0,6.65,0.65,0.09,26.43
2022-03-11,13.99,13.65,13.99,12.58,75485,101000384.0,10.12,-2.01,-0.28,22.81
2022-03-18,13.45,13.83,14.15,12.81,100003,135333363.0,9.82,1.32,0.18,30.22
2022-03-25,13.9,14.56,14.66,13.7,82852,117921171.0,6.94,5.28,0.73,25.04
2022-04-01,14.56,14.4,14.99,14.2,77582,113626502.0,5.43,-1.1,-0.16,23.44
2022-04-08,14.43,12.08,14.78,11.97,127276,166160787.0,19.51,-16.11,-2.32,38.46
2022-04-15,12.11,11.24,12.28,11.2,66098,77483589.0,8.94,-6.95,-0.84,19.97
2022-04-22,11.21,11.6,12.02,11.11,67180,78334918.0,8.1,3.2,0.36,20.3
2022-04-29,11.76,10.81,11.76,9.31,86742,89334987.0,21.12,-6.81,-0.79,26.21
2022-05-06,10.81,10.9,11.17,10.61,15810,17327369.0,5.18,0.83,0.09,4.78
2022-05-13,10.89,11.41,11.6,10.72,45025,50873857.0,8.07,4.68,0.51,13.61
2022-05-16,11.51,11.22,11.56,11.15,6811,7720217.0,3.59,-1.67,-0.19,2.06
