,日期,开盘,收盘,最高,最低,成交量,成交额,振幅,涨跌幅,涨跌额,换手率
0,1996-04-26,8.8,11.0,11.3,8.77,223919,224589000.0,66.58,189.47,7.2,0.0
1,1996-05-03,10.97,8.1,10.97,7.84,188340,181770152.0,28.45,-26.36,-2.9,0.0
2,1996-05-10,8.0,8.18,8.55,7.92,55411,45373000.0,7.78,0.99,0.08,0.0
3,1996-05-17,8.19,8.31,8.39,8.02,42925,35086000.0,4.52,1.59,0.13,0.0
4,1996-05-24,8.35,7.3,8.89,7.19,64204,52072904.0,20.46,-12.15,-1.01,0.0
5,1996-05-31,7.25,6.94,7.28,6.63,26139,18255000.0,8.9,-4.93,-0.36,0.0
6,1996-06-07,6.9,7.17,7.48,6.69,47843,33742000.0,11.38,3.31,0.23,0.0
7,1996-06-14,7.25,6.78,7.28,6.48,48991,33232000.0,11.16,-5.44,-0.39,0.0
8,1996-06-21,6.8,7.1,7.19,6.3,45736,31187285.0,13.13,4.72,0.32,0.0
9,1996-06-28,7.15,6.9,7.25,6.59,42194,29207000.0,9.3,-2.82,-0.2,0.0
10,1996-07-05,6.8,6.55,6.84,6.0,30884,20075000.0,12.17,-5.07,-0.35,0.0
11,1996-07-12,6.55,6.71,7.09,6.4,59334,40063000.0,10.53,2.44,0.16,0.0
12,1996-07-19,7.0,7.51,7.88,6.65,173904,130395000.0,18.33,11.92,0.8,0.0
13,1996-07-26,7.5,8.25,8.6,7.4,146886,118976000.0,15.98,9.85,0.74,0.0
14,1996-08-02,8.35,7.28,8.46,7.0,72590,57906000.0,17.7,-11.76,-0.97,0.0
15,1996-08-09,7.25,7.5,7.65,7.23,54487,40525000.0,5.77,3.02,0.22,0.0
16,1996-08-16,7.67,7.4,8.1,7.19,46531,35850000.0,12.13,-1.33,-0.1,0.0
17,1996-08-23,7.4,6.44,7.4,6.3,17150,11641000.0,14.86,-12.97,-0.96,0.0
18,1996-08-30,6.5,6.86,6.98,5.88,19165,12229000.0,17.08,6.52,0.42,0.0
19,1996-09-06,6.84,6.46,6.92,6.38,21513,14268000.0,7.87,-5.83,-0.4,0.0
20,1996-09-13,6.4,6.26,6.48,6.03,10971,6832000.0,6.97,-3.1,-0.2,0.0
21,1996-09-20,6.17,6.4,6.4,6.0,10537,6480000.0,6.39,2.24,0.14,0.0
22,1996-09-27,6.4,6.59,6.78,6.28,25458,16606000.0,7.81,2.97,0.19,0.0
23,1996-10-04,6.61,6.48,6.61,6.3,5548,3576000.0,4.7,-1.67,-0.11,0.0
24,1996-10-11,6.4,7.34,7.48,6.34,57230,40197000.0,17.59,13.27,0.86,0.0
25,1996-10-18,7.38,8.03,8.07,7.19,106059,80998000.0,11.99,9.4,0.69,0.0
26,1996-10-25,8.1,7.86,8.14,7.28,63988,49995000.0,10.71,-2.12,-0.17,0.0
27,1996-11-01,7.9,8.1,8.39,6.63,97747,78683000.0,22.39,3.05,0.24,0.0
