日期,开盘,收盘,最高,最低,成交量,成交额,振幅,涨跌幅,涨跌额,换手率
2017-03-17,23.16,27.79,27.79,23.16,188,522063.0,23.99,43.99,8.49,0.03
2017-03-24,30.57,44.76,44.76,30.57,487,1932498.0,51.06,61.07,16.97,0.07
2017-03-31,49.24,55.17,65.0,49.24,555055,3231649743.0,35.21,23.26,10.41,79.29
2017-04-07,51.99,50.6,55.0,50.47,393155,2068576912.0,8.21,-8.28,-4.57,56.17
2017-04-14,49.51,44.0,49.98,44.0,372785,1732762160.0,11.82,-13.04,-6.6,53.26
2017-04-21,41.04,39.77,41.98,39.6,243732,990338576.0,5.41,-9.61,-4.23,34.82
2017-04-28,39.75,39.9,40.58,37.5,230362,894194515.0,7.74,0.33,0.13,32.91
2017-05-05,39.95,38.7,40.58,38.28,160778,633762383.0,5.76,-3.01,-1.2,22.97
2017-05-12,38.3,35.27,38.39,33.9,180385,656354319.0,11.6,-8.86,-3.43,25.77
2017-05-19,35.4,35.38,37.2,35.06,146387,527688898.0,6.07,0.31,0.11,20.91
2017-05-26,35.45,31.75,35.51,30.03,186226,596759175.0,15.49,-10.26,-3.63,26.6
2017-06-02,33.01,30.78,33.33,29.7,94500,296583206.0,11.43,-3.06,-0.97,13.5
2017-06-09,31.26,32.1,32.49,30.68,139000,440367938.0,5.88,4.29,1.32,19.86
2017-06-16,31.75,32.6,33.38,30.55,203303,655149825.0,8.82,1.56,0.5,29.04
2017-06-23,32.63,31.22,32.95,30.6,118439,379291623.0,7.21,-4.23,-1.38,16.92
2017-06-30,31.22,32.8,33.2,30.83,188251,608568865.0,7.59,5.06,1.58,26.89
2017-07-07,32.77,33.45,34.16,32.2,196616,650421267.0,5.98,1.98,0.65,28.09
2017-07-14,33.1,31.13,33.15,31.02,132258,422612396.0,6.37,-6.94,-2.32,18.89
2017-07-21,31.0,27.96,31.0,27.33,129252,367518221.0,11.79,-10.18,-3.17,18.46
2017-07-28,27.93,28.66,29.15,27.45,97612,277172881.0,6.08,2.5,0.7,13.94
2017-08-04,28.53,27.95,28.98,27.87,77990,221194708.0,3.87,-2.48,-0.71,11.14
