日期,开盘,收盘,最高,最低,成交量,成交额,振幅,涨跌幅,涨跌额,换手率
2021-10-22,14.88,13.69,16.34,13.48,997019,1480225386.0,63.41,203.55,9.18,231.62
2021-10-29,13.2,11.86,13.56,11.56,376771,476249408.0,14.61,-13.37,-1.83,87.53
2021-11-05,12.05,12.66,13.14,12.05,351736,439361491.0,9.19,6.75,0.8,81.71
2021-11-12,12.68,15.93,16.11,12.6,508561,726261329.0,27.73,25.83,3.27,118.14
2021-11-19,16.11,16.19,16.6,14.72,332216,523129010.0,11.8,1.63,0.26,77.18
2021-11-26,16.08,15.98,16.96,15.6,257911,419751080.0,8.4,-1.3,-0.21,59.92
2021-12-03,15.66,14.49,16.16,14.29,179977,274227743.0,11.7,-9.32,-1.49,41.81
2021-12-10,14.6,13.77,14.6,13.43,121025,168742928.0,8.07,-4.97,-0.72,28.12
2021-12-17,13.7,13.73,14.5,13.41,141933,198068656.0,7.92,-0.29,-0.04,32.97
2021-12-24,13.7,12.96,13.89,12.96,80347,108223684.0,6.77,-5.61,-0.77,18.67
2021-12-31,13.11,13.69,13.93,12.93,84833,114949667.0,7.72,5.63,0.73,19.71
2022-01-07,13.6,13.39,14.19,13.29,80660,111094770.0,6.57,-2.19,-0.3,18.74
2022-01-14,13.5,13.64,14.05,13.12,70892,96989868.0,6.95,1.87,0.25,16.47
2022-01-21,13.7,12.96,14.06,12.89,102350,138683002.0,8.58,-4.99,-0.68,23.78
2022-01-28,12.6,12.59,13.16,12.2,70069,88386953.0,7.41,-2.85,-0.37,16.28
2022-02-11,12.79,12.33,12.9,12.31,48195,60988311.0,4.69,-2.07,-0.26,11.2
2022-02-18,12.4,12.69,12.81,12.24,40310,50683302.0,4.62,2.92,0.36,9.36
2022-02-25,12.67,12.9,13.46,12.61,108688,141472443.0,6.7,1.65,0.21,25.25
2022-03-04,13.0,12.73,13.29,12.5,100154,129019783.0,6.12,-1.32,-0.17,23.27
2022-03-11,12.7,13.02,13.55,11.9,136995,174910150.0,12.96,2.28,0.29,31.83
2022-03-18,12.85,12.16,12.97,11.67,95763,116741169.0,9.98,-6.61,-0.86,22.25
2022-03-25,12.26,11.96,12.51,11.96,43267,52787709.0,4.52,-1.64,-0.2,10.05
2022-04-01,11.98,12.08,12.16,11.74,33957,40430294.0,3.51,1.0,0.12,7.89
2022-04-08,12.03,11.76,12.32,11.65,23924,28648813.0,5.55,-2.65,-0.32,5.56
2022-04-15,11.8,10.89,11.8,10.84,33652,37971870.0,8.16,-7.4,-0.87,7.82
2022-04-22,10.85,10.58,10.98,10.1,49419,52333358.0,8.08,-2.85,-0.31,11.0
2022-04-29,10.47,11.58,11.87,10.0,94701,104001350.0,17.67,9.45,1.0,21.08
2022-05-06,11.72,12.1,12.45,11.7,42488,51461582.0,6.48,4.49,0.52,9.46
2022-05-13,12.01,12.5,12.95,12.0,81816,101746007.0,7.85,3.31,0.4,18.21
2022-05-16,12.46,12.43,12.78,12.31,10649,13324009.0,3.76,-0.56,-0.07,2.37
