,日期,开盘,收盘,最高,最低,成交量,成交额,振幅,涨跌幅,涨跌额,换手率
0,2021-09-30,79.0,73.8,95.0,73.48,69848,559103248.0,35.01,20.08,12.34,46.57
1,2021-10-08,70.0,62.89,70.0,62.85,49974,324753584.0,9.69,-14.78,-10.91,33.32
2,2021-10-11,61.18,58.5,61.66,58.36,35508,211479964.0,5.25,-6.98,-4.39,23.67
3,2021-10-12,58.0,59.55,60.97,57.38,29360,173484211.0,6.14,1.79,1.05,19.57
4,2021-10-13,58.23,58.79,61.28,57.47,27791,165410272.0,6.4,-1.28,-0.76,18.53
5,2021-10-14,57.67,57.63,58.56,57.01,21966,126668376.0,2.64,-1.97,-1.16,14.64
6,2021-10-15,57.85,57.94,58.3,57.1,17945,103580862.0,2.08,0.54,0.31,11.96
7,2021-10-18,58.0,59.36,60.66,57.32,22926,134940702.0,5.76,2.45,1.42,15.28
8,2021-10-19,58.44,58.38,59.33,57.92,16722,97599213.0,2.38,-1.65,-0.98,11.15
9,2021-10-20,58.8,57.38,58.8,57.25,16432,94872103.0,2.66,-1.71,-1.0,10.95
10,2021-10-21,57.1,55.87,57.7,55.85,16468,93440645.0,3.22,-2.63,-1.51,10.98
11,2021-10-22,55.07,55.26,55.98,54.58,14114,77968112.0,2.51,-1.09,-0.61,9.41
12,2021-10-25,55.14,54.85,55.19,54.03,10424,56982721.0,2.1,-0.74,-0.41,6.95
13,2021-10-26,54.46,55.86,56.48,54.4,16428,91175306.0,3.79,1.84,1.01,10.95
14,2021-10-27,55.18,54.04,55.48,54.02,13972,76409428.0,2.61,-3.26,-1.82,9.31
15,2021-10-28,54.22,52.47,54.8,52.35,12070,64466857.0,4.53,-2.91,-1.57,8.05
16,2021-10-29,52.9,52.84,53.35,52.21,9568,50447912.0,2.17,0.71,0.37,6.38
17,2021-11-01,53.0,54.3,55.19,52.4,14312,76692343.0,5.28,2.76,1.46,9.54
18,2021-11-02,54.04,54.91,55.9,54.01,18097,99609295.0,3.48,1.12,0.61,12.06
19,2021-11-03,54.75,55.32,56.0,54.51,11657,64519050.0,2.71,0.75,0.41,7.77
20,2021-11-04,55.45,55.84,56.3,54.6,15909,88101254.0,3.07,0.94,0.52,10.61
21,2021-11-05,55.71,55.08,56.24,54.83,12918,71644993.0,2.53,-1.36,-0.76,8.61
22,2021-11-08,55.0,55.57,55.57,54.6,9851,54281073.0,1.76,0.89,0.49,6.57
23,2021-11-09,56.48,59.96,60.8,56.45,32699,194626465.0,7.83,7.9,4.39,21.8
24,2021-11-10,58.61,59.39,59.98,58.6,18167,107383754.0,2.3,-0.95,-0.57,12.11
25,2021-11-11,59.09,61.52,62.85,58.7,28704,175784294.0,6.99,3.59,2.13,19.14
26,2021-11-12,61.07,63.8,64.96,60.03,31252,195171722.0,8.01,3.71,2.28,20.83
27,2021-11-15,63.05,66.09,66.09,62.65,30876,197275145.0,5.39,3.59,2.29,20.58
28,2021-11-16,65.0,60.6,65.47,60.54,29233,183109591.0,7.46,-8.31,-5.49,19.49
29,2021-11-17,60.73,61.98,62.45,60.68,16750,103583993.0,2.92,2.28,1.38,11.17
30,2021-11-18,61.22,60.7,62.33,60.63,12951,79301175.0,2.74,-2.07,-1.28,8.63
31,2021-11-19,60.6,60.82,61.5,60.2,9728,59311327.0,2.14,0.2,0.12,6.49
32,2021-11-22,60.84,61.54,62.24,60.27,13252,81096980.0,3.24,1.18,0.72,8.83
33,2021-11-23,61.6,62.7,62.72,60.81,15410,95329412.0,3.1,1.88,1.16,10.27
34,2021-11-24,62.93,62.94,63.08,61.72,15729,98302665.0,2.17,0.38,0.24,10.49
35,2021-11-25,63.16,66.24,67.49,62.88,35309,229808184.0,7.32,5.24,3.3,23.54
36,2021-11-26,65.5,65.16,65.73,63.9,19835,128293842.0,2.76,-1.63,-1.08,13.22
37,2021-11-29,63.59,62.85,63.86,62.54,16284,102842878.0,2.03,-3.55,-2.31,10.86
38,2021-11-30,62.99,61.85,63.75,61.56,14688,91901254.0,3.48,-1.59,-1.0,9.79
39,2021-12-01,61.77,63.18,63.3,61.27,11295,70622606.0,3.28,2.15,1.33,7.53
40,2021-12-02,62.8,60.55,62.83,60.36,13300,81671833.0,3.91,-4.16,-2.63,8.87
41,2021-12-03,60.88,61.07,61.38,60.51,6342,38652180.0,1.44,0.86,0.52,4.23
42,2021-12-06,61.33,58.69,61.33,58.5,10679,63727418.0,4.63,-3.9,-2.38,7.12
43,2021-12-07,58.8,57.69,59.6,57.01,9333,53964598.0,4.41,-1.7,-1.0,6.22
44,2021-12-08,57.69,58.29,58.7,57.58,4594,26792601.0,1.94,1.04,0.6,3.06
45,2021-12-09,58.3,59.61,59.78,57.96,7748,45812109.0,3.12,2.26,1.32,5.17
46,2021-12-10,59.06,59.39,59.85,58.97,4588,27242598.0,1.48,-0.37,-0.22,3.06
47,2021-12-13,59.39,59.96,60.19,58.9,6184,36879109.0,2.17,0.96,0.57,4.12
48,2021-12-14,59.87,60.38,60.51,59.48,5731,34457352.0,1.72,0.7,0.42,3.82
49,2021-12-15,60.01,61.19,61.2,59.87,9181,55731366.0,2.2,1.34,0.81,6.12
50,2021-12-16,61.22,62.63,62.65,60.6,12845,79132497.0,3.35,2.35,1.44,8.56
51,2021-12-17,62.78,61.65,63.3,61.58,10220,63618456.0,2.75,-1.56,-0.98,6.81
52,2021-12-20,61.1,58.75,61.1,58.61,11370,67966436.0,4.04,-4.7,-2.9,7.58
53,2021-12-21,58.83,59.44,59.48,58.6,4232,25011001.0,1.5,1.17,0.69,2.82
54,2021-12-22,59.12,59.11,59.99,59.08,5123,30406289.0,1.53,-0.56,-0.33,3.42
55,2021-12-23,59.0,58.61,59.43,58.26,5407,31829383.0,1.98,-0.85,-0.5,3.6
56,2021-12-24,58.65,56.66,59.08,56.4,8966,51323246.0,4.57,-3.33,-1.95,5.98
57,2021-12-27,56.68,57.0,57.28,56.18,3274,18619376.0,1.94,0.6,0.34,2.18
58,2021-12-28,57.47,57.42,57.47,57.03,3128,17900672.0,0.77,0.74,0.42,2.09
59,2021-12-29,57.5,57.55,57.96,56.84,4194,24108814.0,1.95,0.23,0.13,2.8
60,2021-12-30,57.54,57.81,58.14,57.27,3950,22855198.0,1.51,0.45,0.26,2.63
61,2021-12-31,57.83,58.55,58.88,57.72,4565,26629922.0,2.01,1.28,0.74,3.04
62,2022-01-04,58.17,59.14,59.15,58.15,5320,31258577.0,1.71,1.01,0.59,3.55
