代码,名称,日期,open,high,low,close,成交量,成交额(百万)
000001.SH,上证指数,2006-03-28,1295.76,1302.65,1293,1298.79,2501182600,11798.73
000001.SH,上证指数,2006-03-29,1299.38,1313.13,1296.59,1305.57,3415223600,17299.64
000001.SH,上证指数,2006-03-30,1305.84,1308.5,1293.83,1294.72,2603882700,13523.58
000001.SH,上证指数,2006-03-31,1291.52,1298.75,1285.73,1298.3,2663685800,13957.86
000001.SH,上证指数,2006-04-03,1298.68,1319.48,1298.68,1319.47,3280466900,17513.53
000001.SH,上证指数,2006-04-04,1319.84,1330.11,1315.33,1329.8,3713405000,19932.25
000001.SH,上证指数,2006-04-05,1330.56,1341.5,1326.53,1340.16,3776319800,20009.05
000001.SH,上证指数,2006-04-06,1341.74,1348.52,1336.14,1339.74,4171507500,22006.61
000001.SH,上证指数,2006-04-07,1340.65,1345.29,1330.51,1342.97,4066605500,20781.67
000001.SH,上证指数,2006-04-10,1344.24,1359.41,1339.52,1359.08,4141542800,20511.65
000001.SH,上证指数,2006-04-11,1360.98,1366.52,1350.32,1362.23,4387040800,22753.84
000001.SH,上证指数,2006-04-12,1361.74,1364.69,1355.66,1360.13,3712907200,18649.7
000001.SH,上证指数,2006-04-13,1359.28,1364.32,1331.68,1332.33,4129905500,20205.47
000001.SH,上证指数,2006-04-14,1330.1,1360.09,1328.44,1359.54,3787121900,17964.28
000001.SH,上证指数,2006-04-17,1360.64,1383.65,1353.4,1378.61,4221976100,20238.07
000001.SH,上证指数,2006-04-18,1379.81,1391.38,1370.15,1385.11,3678518100,18176.06
000001.SH,上证指数,2006-04-19,1389.13,1399.55,1378.8,1396.7,4057816300,21447.39
000001.SH,上证指数,2006-04-20,1398.1,1404.19,1376.96,1385.9,4330328800,23759.76
000001.SH,上证指数,2006-04-21,1385.92,1419.89,1383.45,1416.79,4556910300,24823.37
000001.SH,上证指数,2006-04-24,1423.41,1429.06,1402.27,1409.79,5201580300,28552.13
000001.SH,上证指数,2006-04-25,1405.9,1409.27,1386.13,1399.77,4324883600,24511.65
000001.SH,上证指数,2006-04-26,1399.07,1426.63,1397.35,1417.48,4841064900,27897.76
000001.SH,上证指数,2006-04-27,1418.9,1424.47,1407.14,1416.73,3760844400,21064.88
000001.SH,上证指数,2006-04-28,1403.52,1444.71,1389.35,1440.22,4456204300,25076.31
000001.SH,上证指数,2006-05-08,1446.99,1497.2,1446.99,1497.1,5162065500,29260.8
000001.SH,上证指数,2006-05-09,1503.24,1532.75,1497.99,1531.16,6468390400,36327.09
000001.SH,上证指数,2006-05-10,1537.56,1554.03,1518.34,1545.69,6271709600,35931.32
000001.SH,上证指数,2006-05-11,1547.56,1583.76,1536.29,1537.38,7321833500,42935.47
000001.SH,上证指数,2006-05-12,1532.88,1603.21,1531.23,1602.83,6839375200,41492.56
000001.SH,上证指数,2006-05-15,1616.26,1664.94,1606.57,1664.09,8772527000,52436.5
000001.SH,上证指数,2006-05-16,1658.69,1678.6,1604.78,1613.25,8827504000,53444.63
000001.SH,上证指数,2006-05-17,1613.23,1640.7,1592.19,1625.15,7098053400,42970.46
000001.SH,上证指数,2006-05-18,1611.66,1630.07,1582.96,1617.28,6058510700,35559.1
000001.SH,上证指数,2006-05-19,1620.21,1664.61,1610.04,1659.55,7708629100,41434.53
000001.SH,上证指数,2006-05-22,1656.75,1674.22,1646.68,1657.69,7725887300,43695.72
000001.SH,上证指数,2006-05-23,1647.96,1648.53,1597.1,1604.55,6990014500,38919.58
000001.SH,上证指数,2006-05-24,1609.74,1634.59,1562.39,1590.92,5727043200,32875.83
000001.SH,上证指数,2006-05-25,1585.47,1598.56,1563.86,1591.43,4104937200,23023.86
000001.SH,上证指数,2006-05-26,1596.57,1614.55,1593.09,1613.89,4372253200,24308.64
000001.SH,上证指数,2006-05-29,1622.11,1648.84,1609.01,1648.54,5171516800,29314.32
000001.SH,上证指数,2006-05-30,1654.98,1663.93,1634.9,1657.29,5308773300,31990.66
000001.SH,上证指数,2006-05-31,1656.28,1667.23,1628.68,1641.3,5701597900,33089.44
000001.SH,上证指数,2006-06-01,1639.67,1684.71,1635.75,1684.2,6784386400,38465.78
000001.SH,上证指数,2006-06-02,1688.78,1695.58,1659.14,1669.4,7814469100,44915.92
000001.SH,上证指数,2006-06-05,1669.24,1685.29,1639.68,1684.62,6729777100,36276.14
000001.SH,上证指数,2006-06-06,1681.22,1692.83,1672.81,1679.13,5842296000,32173.01
000001.SH,上证指数,2006-06-07,1678.24,1678.24,1588.97,1589.55,6508531600,37165.95
000001.SH,上证指数,2006-06-08,1576.44,1596.12,1540.93,1591.49,5457687300,30237.7
000001.SH,上证指数,2006-06-09,1583.96,1594.44,1550.2,1551.38,4700391700,25969.11
000001.SH,上证指数,2006-06-12,1540.22,1566.45,1529.5,1552.8,3149627400,18350.03
000001.SH,上证指数,2006-06-13,1552.1,1570.1,1532.06,1548.49,3245068300,18252.97
000001.SH,上证指数,2006-06-14,1540.64,1540.64,1512.52,1531.33,3243810300,17489.72
000001.SH,上证指数,2006-06-15,1531.25,1551.3,1528.23,1533.98,2847339800,15749.53
000001.SH,上证指数,2006-06-16,1540.19,1574.48,1540.19,1574.47,3357261200,18773.71
000001.SH,上证指数,2006-06-19,1559.98,1591.85,1544.93,1586.29,3556204700,20635.2
000001.SH,上证指数,2006-06-20,1583.87,1592.83,1572.58,1592.33,3553711100,20658.72
000001.SH,上证指数,2006-06-21,1590.61,1617.71,1570.08,1598.12,3970588000,22426.54
000001.SH,上证指数,2006-06-22,1593.1,1605.25,1587.8,1596.07,3246588800,18310.09
000001.SH,上证指数,2006-06-23,1594.49,1608.11,1582.02,1605.71,3502677800,20932.01
000001.SH,上证指数,2006-06-26,1607.79,1635.8,1607.79,1633.45,3949925000,23927.24
000001.SH,上证指数,2006-06-27,1636.7,1642.57,1627.59,1639.55,3645178400,21481.44
000001.SH,上证指数,2006-06-28,1638.23,1642.35,1627.07,1639.29,3322060100,18652.27
000001.SH,上证指数,2006-06-29,1641.93,1672.1,1641.93,1671.62,5179902800,29018.73
000001.SH,上证指数,2006-06-30,1679.72,1690.95,1662.28,1672.21,4983707600,28588.34
000001.SH,上证指数,2006-07-03,1677.31,1697.83,1670.02,1697.28,4863659200,28446.54
000001.SH,上证指数,2006-07-04,1700.32,1702.66,1670.13,1681.55,5431649200,32718.66
000001.SH,上证指数,2006-07-05,1755.22,1757.47,1703.59,1718.56,6072080600,32521.56
000001.SH,上证指数,2006-07-06,1715.28,1742.2,1711.65,1741.47,5006266900,29786.95
000001.SH,上证指数,2006-07-07,1746.52,1750.03,1724.68,1730.19,4943012700,29559.55
000001.SH,上证指数,2006-07-10,1730.7,1737.03,1715.83,1734.33,3904952600,23793.27
000001.SH,上证指数,2006-07-11,1736.99,1746.72,1725.23,1745.81,4008545000,24372.51
000001.SH,上证指数,2006-07-12,1745.88,1753.28,1738,1740,4878589100,30494.77
000001.SH,上证指数,2006-07-13,1736.21,1737.6,1654.49,1655.77,6747158900,39574.76
000001.SH,上证指数,2006-07-14,1641.14,1676.75,1633.9,1665.21,4158780400,24614.81
000001.SH,上证指数,2006-07-17,1662.05,1684.34,1653.6,1682.89,3220393300,19821.15
000001.SH,上证指数,2006-07-18,1682.36,1684.67,1666.31,1684.25,3140535400,18528.22
000001.SH,上证指数,2006-07-19,1681.77,1681.77,1637.49,1645.16,3505983000,20603.54
000001.SH,上证指数,2006-07-20,1642.62,1658.05,1636.26,1655.12,2866119700,16518.09
000001.SH,上证指数,2006-07-21,1653.81,1669.29,1653.51,1665.33,2996048900,16664.62
000001.SH,上证指数,2006-07-24,1648.75,1667.62,1632.69,1665.94,3118400800,17329.9
000001.SH,上证指数,2006-07-25,1668.14,1690.61,1668.14,1685.46,3423780100,19580.63
000001.SH,上证指数,2006-07-26,1688.54,1691.43,1675.66,1686.65,3116723100,17543.5
000001.SH,上证指数,2006-07-27,1685.35,1701.61,1665.39,1675.17,3620183100,20668.13
000001.SH,上证指数,2006-07-28,1674.43,1678.53,1646.35,1662.03,3326896800,18805.26
000001.SH,上证指数,2006-07-31,1659.54,1659.54,1611.16,1612.73,3365448600,19558.73
000001.SH,上证指数,2006-08-01,1619.64,1625.04,1596.66,1600.61,3231066000,17900.86
000001.SH,上证指数,2006-08-02,1598.76,1608.78,1577.9,1600.87,2786576300,15048.5
000001.SH,上证指数,2006-08-03,1599.75,1609.43,1587.12,1601.06,2082229300,11909.14
000001.SH,上证指数,2006-08-04,1601.61,1612.1,1567.25,1570.15,2586705400,14401.23
000001.SH,上证指数,2006-08-07,1561.8,1570.05,1541.41,1547.44,2409920600,12761.22
000001.SH,上证指数,2006-08-08,1547.91,1581.75,1547.91,1580.58,2338299800,12314.67
000001.SH,上证指数,2006-08-09,1581.8,1585.17,1571.71,1578.57,2163603600,11468.88
000001.SH,上证指数,2006-08-10,1578.35,1606.94,1577.86,1606.07,2632313600,13871.48
000001.SH,上证指数,2006-08-11,1605.6,1610.76,1596.22,1605.93,2345146700,12306.05
000001.SH,上证指数,2006-08-14,1605.2,1611.66,1566.72,1570.74,2565505000,13783.64
000001.SH,上证指数,2006-08-15,1568.27,1596.65,1564.4,1595.66,2025921400,10942.04
000001.SH,上证指数,2006-08-16,1596.06,1616.45,1591.86,1616.41,2856399800,15316.28
000001.SH,上证指数,2006-08-17,1612.41,1612.41,1592.85,1603.33,2339190400,12166.97
000001.SH,上证指数,2006-08-18,1601.57,1614.37,1596.56,1598.02,2397424800,11727.8
000001.SH,上证指数,2006-08-21,1565.46,1602.13,1558.1,1601.15,2337431800,11999.19
000001.SH,上证指数,2006-08-22,1601.52,1619.07,1598.78,1613.36,2670121100,15163.02
000001.SH,上证指数,2006-08-23,1614.39,1621.4,1608.74,1612.4,2721290700,15455.41
000001.SH,上证指数,2006-08-24,1612.7,1623.17,1601.89,1623.02,2506129700,13593.69
000001.SH,上证指数,2006-08-25,1622.48,1630.05,1619.73,1623.03,2782161400,15295.24
000001.SH,上证指数,2006-08-28,1627.12,1651.29,1624.28,1650.44,3934124300,21633.01
000001.SH,上证指数,2006-08-29,1652.67,1667.53,1649.59,1651.02,4805041100,27063.62
000001.SH,上证指数,2006-08-30,1648.35,1656.23,1640.28,1655.2,3144285800,17230.95
000001.SH,上证指数,2006-08-31,1655.9,1661.47,1650,1658.64,3513501600,19087.55
000001.SH,上证指数,2006-09-01,1658.66,1660.52,1634.03,1636.69,3595457500,19724.46
000001.SH,上证指数,2006-09-04,1635.33,1657.69,1635.12,1657.52,3309342600,17623.87
000001.SH,上证指数,2006-09-05,1659.74,1669.9,1657.05,1664.08,4053349300,21946.29
000001.SH,上证指数,2006-09-06,1665.13,1672.26,1656.86,1672.12,3357962300,18255.68
000001.SH,上证指数,2006-09-07,1683.78,1683.89,1655.41,1661.19,3152275400,17524.65
000001.SH,上证指数,2006-09-08,1659.7,1671.31,1658.67,1667.98,2655202800,14102.8
000001.SH,上证指数,2006-09-11,1668.16,1675.09,1653.01,1674.97,3059052900,16797.59
000001.SH,上证指数,2006-09-12,1675.2,1699.59,1673.44,1695.86,3739045300,19830.54
000001.SH,上证指数,2006-09-13,1695.35,1713.99,1687.05,1689.39,4304569100,22716.9
000001.SH,上证指数,2006-09-14,1689.63,1696.62,1672.88,1689.69,3388825800,18576.81
000001.SH,上证指数,2006-09-15,1689.61,1722.66,1689.51,1721.05,4703230700,24114.64
000001.SH,上证指数,2006-09-18,1727.92,1733.41,1719.16,1732.99,4484006200,23708.2
000001.SH,上证指数,2006-09-19,1735.3,1743.02,1728.29,1735.24,4345533000,23210.63
000001.SH,上证指数,2006-09-20,1733.64,1737.73,1720.84,1732.45,3883657100,20820.85
000001.SH,上证指数,2006-09-21,1731.59,1743.63,1731.22,1740.9,3953314600,21484.1
000001.SH,上证指数,2006-09-22,1744.61,1746.62,1724.1,1725.36,4477782800,25509.82
000001.SH,上证指数,2006-09-25,1722.74,1732.28,1709.77,1722.37,4016809300,22960.25
000001.SH,上证指数,2006-09-26,1720.78,1721.58,1704.77,1712.64,3313453000,18519.17
000001.SH,上证指数,2006-09-27,1711.51,1725.5,1709.77,1725.04,2924715800,16391.91
000001.SH,上证指数,2006-09-28,1725.52,1740.79,1722.22,1736.96,3397985800,19916.53
000001.SH,上证指数,2006-09-29,1740.06,1755.69,1740.06,1752.42,4123628500,23462.27
000001.SH,上证指数,2006-10-09,1768.14,1786.11,1763.11,1785.39,5293514300,29082.45
000001.SH,上证指数,2006-10-10,1784.22,1793.14,1771.86,1784.86,5513649300,31459.19
000001.SH,上证指数,2006-10-11,1784.52,1792.76,1771.02,1790.1,4928388200,26310.18
000001.SH,上证指数,2006-10-12,1790.63,1792.24,1774.14,1778.18,5316904600,28132.4
000001.SH,上证指数,2006-10-13,1776.51,1792.87,1773.23,1784.66,4253984200,23393.1
000001.SH,上证指数,2006-10-16,1787.7,1789.18,1766.31,1771.3,4676616000,24779.04
000001.SH,上证指数,2006-10-17,1768.63,1777.6,1758.31,1763.9,3926234400,21755.13
000001.SH,上证指数,2006-10-18,1762.4,1787.74,1760.88,1787.19,3681056300,20404.56
000001.SH,上证指数,2006-10-19,1788.58,1799.29,1784.35,1792.25,4149060700,22721.45
000001.SH,上证指数,2006-10-20,1792.6,1801.33,1786.34,1790.36,4146159900,23549.79
000001.SH,上证指数,2006-10-23,1789.65,1797.43,1753.49,1759.39,4444108500,24576.75
000001.SH,上证指数,2006-10-24,1756.46,1805.27,1756.46,1805.18,3991120600,22516.17
000001.SH,上证指数,2006-10-25,1807.03,1825.61,1789.91,1806.65,4451225900,25910.02
000001.SH,上证指数,2006-10-26,1804.89,1816.76,1791.95,1810.65,4873708200,25537.89
000001.SH,上证指数,2006-10-27,1836.21,1842.73,1803.22,1807.18,7374892300,34485.71
000001.SH,上证指数,2006-10-30,1804.37,1815.61,1788.29,1809.66,4533594400,23152.81
000001.SH,上证指数,2006-10-31,1811.47,1839.32,1811.47,1837.99,4655713500,24779.22
000001.SH,上证指数,2006-11-01,1838.68,1855.89,1833.2,1855.71,4778352600,27078.21
000001.SH,上证指数,2006-11-02,1856.92,1857.15,1834.84,1851.31,5174172500,28282.3
000001.SH,上证指数,2006-11-03,1851.4,1873.66,1850.15,1866.36,4986072000,26789.66
000001.SH,上证指数,2006-11-06,1853.19,1886.52,1846.01,1886.31,4954451700,27619.54
000001.SH,上证指数,2006-11-07,1889.53,1897.41,1862.93,1889.53,5484907400,31760.89
000001.SH,上证指数,2006-11-08,1885.86,1886.26,1865.22,1866.82,3777045400,22090.04
000001.SH,上证指数,2006-11-09,1860.95,1899.1,1858.6,1896.48,4409618200,25651.08
000001.SH,上证指数,2006-11-10,1896.93,1920.18,1870.96,1883.35,6280942700,34716.75
000001.SH,上证指数,2006-11-13,1878.7,1905.9,1852.1,1863.77,5001672900,27755.54
000001.SH,上证指数,2006-11-14,1868.17,1888.43,1841.82,1888.24,4318802800,23697.8
000001.SH,上证指数,2006-11-15,1888.54,1923.14,1878.7,1922.94,4668244100,26782.04
000001.SH,上证指数,2006-11-16,1930.93,1976.05,1926.72,1941.55,6398356600,34948.67
000001.SH,上证指数,2006-11-17,1934.64,1972.61,1925.15,1971.79,4941874000,27537.48
000001.SH,上证指数,2006-11-20,1977.53,2018,1977.53,2017.28,5914690100,33369.68
000001.SH,上证指数,2006-11-21,2013.07,2037.74,1988.93,2037.55,5389407600,32648.16
000001.SH,上证指数,2006-11-22,2031.3,2062.8,2010.79,2041.36,6488166900,39066.64
000001.SH,上证指数,2006-11-23,2045.08,2071.24,2042.15,2062.36,6072194500,34778.74
000001.SH,上证指数,2006-11-24,2051.47,2057.91,2022.63,2050.81,6123208000,36224.82
000001.SH,上证指数,2006-11-27,2042.19,2049.54,2022.38,2047.28,5784003100,35582.11
000001.SH,上证指数,2006-11-28,2042.38,2051.49,2016.47,2038.72,5507063800,33575
000001.SH,上证指数,2006-11-29,2005.99,2059.73,1992.54,2054.09,5600228000,34340.08
000001.SH,上证指数,2006-11-30,2058.77,2102.06,2058.77,2099.29,7277973100,44083.1
000001.SH,上证指数,2006-12-01,2106.3,2112.58,2087.6,2102.05,7617896400,48697.92
000001.SH,上证指数,2006-12-04,2103.82,2164.59,2100.56,2161.65,8723279000,53276.47
000001.SH,上证指数,2006-12-05,2167.36,2195.53,2159.32,2173.29,8815717100,55124.1
000001.SH,上证指数,2006-12-06,2175.38,2192.9,2097.42,2156.6,10434780700,62689.43
000001.SH,上证指数,2006-12-07,2152.59,2206.51,2145.79,2156.75,9927876600,59313.11
000001.SH,上证指数,2006-12-08,2133.36,2164.02,2090.4,2093.64,8088971900,47201.61
000001.SH,上证指数,2006-12-11,2085.06,2181.16,2084.27,2180.5,6267601700,37029.54
000001.SH,上证指数,2006-12-12,2189.69,2228.64,2180.37,2218.95,7019177600,42334.76
000001.SH,上证指数,2006-12-13,2224.43,2244.41,2195.64,2223.46,5749274900,36314.22
000001.SH,上证指数,2006-12-14,2226,2250.32,2212.91,2249.11,5843932000,37212.85
000001.SH,上证指数,2006-12-15,2255.24,2275.49,2241.2,2273.91,6061194900,40412.39
000001.SH,上证指数,2006-12-18,2277.28,2335.23,2277.28,2332.43,7825219300,52385.97
000001.SH,上证指数,2006-12-19,2342.18,2381.63,2315.99,2364.18,8705492800,56275.48
000001.SH,上证指数,2006-12-20,2356.26,2381.13,2332.93,2373.21,7829893500,49596.49
000001.SH,上证指数,2006-12-21,2372.46,2386.82,2339.91,2342.94,8318255100,53018.99
000001.SH,上证指数,2006-12-22,2334.27,2366.69,2321.92,2343.67,7048462000,46072.2
000001.SH,上证指数,2006-12-25,2350.13,2452.43,2350.13,2435.76,7393945000,47815.72
000001.SH,上证指数,2006-12-26,2437.85,2505.7,2424.94,2480.81,7226149200,44811.52
000001.SH,上证指数,2006-12-27,2478.06,2538.66,2461.07,2536.39,7211821800,45140.88
000001.SH,上证指数,2006-12-28,2538.95,2611.79,2530.33,2567.59,7871894100,50519.29
000001.SH,上证指数,2006-12-29,2585.42,2698.9,2585.42,2675.47,8676901200,59092.79
000001.SH,上证指数,2007-01-04,2728.18,2847.61,2684.81,2715.71,12015602100,83945.53
000001.SH,上证指数,2007-01-05,2668.57,2685.8,2617.01,2641.33,10615562500,70128.7
000001.SH,上证指数,2007-01-08,2621.06,2708.44,2620.62,2707.19,10681324400,72165.88
000001.SH,上证指数,2007-01-09,2711.04,2809.39,2691.36,2807.8,11075126700,86221.97
000001.SH,上证指数,2007-01-10,2838.11,2841.74,2770.98,2825.57,11176936500,79050.66
000001.SH,上证指数,2007-01-11,2819.37,2841.18,2763.89,2770.11,12159871700,83986.73
000001.SH,上证指数,2007-01-12,2745.32,2782.02,2652.57,2668.11,10730376800,73434.04
000001.SH,上证指数,2007-01-15,2660.07,2795.33,2658.87,2794.7,9176156100,66939.48
000001.SH,上证指数,2007-01-16,2818.66,2830.8,2757.2,2821.01,11117857400,83325.77
000001.SH,上证指数,2007-01-17,2828.4,2870.42,2742.58,2778.9,12737748000,96777.59
000001.SH,上证指数,2007-01-18,2760.94,2784.04,2679.7,2756.98,11231395600,84133.82
000001.SH,上证指数,2007-01-19,2761.88,2833.45,2761.88,2832.2,12206189400,89644.08
000001.SH,上证指数,2007-01-22,2857.89,2934.64,2857.89,2933.19,13857609000,103038.44
000001.SH,上证指数,2007-01-23,2964.68,2970.68,2851.91,2949.14,14279180300,109027.31
000001.SH,上证指数,2007-01-24,2955.42,2994.28,2927.72,2975.12,12205679000,97516.18
000001.SH,上证指数,2007-01-25,2946.5,2947.14,2853.82,2857.36,11719721500,92960.24
000001.SH,上证指数,2007-01-26,2805.95,2905.98,2720.82,2882.55,10959913100,84624.4
000001.SH,上证指数,2007-01-29,2897.25,2954.33,2885.86,2945.26,11206790600,89180.33
000001.SH,上证指数,2007-01-30,2959.39,2980.51,2901.76,2930.56,11193172100,87664.38
000001.SH,上证指数,2007-01-31,2926.07,2929.64,2766.74,2786.33,11426597000,86136.97
000001.SH,上证指数,2007-02-01,2744.81,2801.68,2706.29,2785.43,9344353100,69672.87
000001.SH,上证指数,2007-02-02,2791.48,2796.43,2666.86,2673.21,8544623600,65092.19
000001.SH,上证指数,2007-02-05,2658.07,2672.35,2610.33,2612.53,6922451200,54541.81
000001.SH,上证指数,2007-02-06,2612.83,2677.04,2541.52,2675.69,8662995000,68761.57
000001.SH,上证指数,2007-02-07,2688.96,2745.38,2681.32,2716.17,9488376400,77315.16
000001.SH,上证指数,2007-02-08,2725.14,2751.16,2691.26,2737.73,8843429500,69597.6
000001.SH,上证指数,2007-02-09,2741.48,2747.94,2704.36,2730.38,8087443800,62974.67
000001.SH,上证指数,2007-02-12,2729.83,2807.51,2728.78,2807.17,7900940300,63455.73
000001.SH,上证指数,2007-02-13,2819.13,2835.08,2801.31,2831.87,7900167100,62209.74
000001.SH,上证指数,2007-02-14,2836.81,2915.06,2823.38,2905.09,9404455500,74326.32
000001.SH,上证指数,2007-02-15,2923.66,2994.62,2923.66,2993,10883117700,86918.92
000001.SH,上证指数,2007-02-16,3018.18,3036.34,2975.82,2998.47,11792172200,94064.92
000001.SH,上证指数,2007-02-26,2999.08,3041.33,2960.74,3040.59,11205699200,91054.57
000001.SH,上证指数,2007-02-27,3048.82,3049.77,2763.39,2771.79,16137566300,129212.46
000001.SH,上证指数,2007-02-28,2734.59,2888.89,2732.88,2881.07,12147916800,95421.81
000001.SH,上证指数,2007-03-01,2877.2,2878.35,2760.91,2797.19,12736486000,106613.52
000001.SH,上证指数,2007-03-02,2792.94,2846.15,2777.79,2831.52,9394396500,74931.59
000001.SH,上证指数,2007-03-05,2827.67,2858.44,2723.06,2785.3,10691058400,84960.18
000001.SH,上证指数,2007-03-06,2776.16,2866.33,2756.96,2840.17,7704048600,63993.29
000001.SH,上证指数,2007-03-07,2851.74,2911.41,2849.64,2896.59,8791393000,73844.9
000001.SH,上证指数,2007-03-08,2904.18,2928.8,2871.46,2928.01,8895512300,73782.48
000001.SH,上证指数,2007-03-09,2934.49,2962.42,2891.81,2937.91,10713910500,89725.96
000001.SH,上证指数,2007-03-12,2945.92,2958.63,2904.74,2954.91,10154244400,85496.58
000001.SH,上证指数,2007-03-13,2958.09,2966.19,2932.23,2964.79,10718931600,88657.29
000001.SH,上证指数,2007-03-14,2933.67,2934.45,2868.8,2906.33,11373073900,93829.88
000001.SH,上证指数,2007-03-15,2905.97,2955.46,2905.97,2951.69,10174575400,86641.12
000001.SH,上证指数,2007-03-16,2964.09,2979.7,2899.03,2930.48,12268130800,104617.57
000001.SH,上证指数,2007-03-19,2864.25,3037.99,2852.85,3014.44,10997175200,94819.91
000001.SH,上证指数,2007-03-20,3024.78,3033.02,2998.8,3032.19,9276189000,81627.44
000001.SH,上证指数,2007-03-21,3042.09,3057.71,3020.94,3057.38,9919012700,89306.94
000001.SH,上证指数,2007-03-22,3080.6,3099.81,3059.38,3071.22,12606554500,112647.27
000001.SH,上证指数,2007-03-23,3071.8,3085.32,3008.15,3074.28,11868641700,104609.18
000001.SH,上证指数,2007-03-26,3083.93,3123.17,3069.47,3122.81,12266053700,109828.28
000001.SH,上证指数,2007-03-27,3126.02,3145.04,3103.77,3138.82,12457893100,114054.54
000001.SH,上证指数,2007-03-28,3140.68,3180.33,3052.07,3173.01,16726793900,151116.61
000001.SH,上证指数,2007-03-29,3179.8,3273.72,3176.52,3197.53,14953966100,140362.61
000001.SH,上证指数,2007-03-30,3178.49,3212.38,3157.03,3183.98,8942400600,82999.42
000001.SH,上证指数,2007-04-02,3196.58,3253.43,3196.58,3252.59,9735044600,93299.36
000001.SH,上证指数,2007-04-03,3265.67,3292.57,3251.52,3291.29,10860139100,107136.26
000001.SH,上证指数,2007-04-04,3295.97,3308.14,3266.55,3291.54,11261610700,113258.22
000001.SH,上证指数,2007-04-05,3286.16,3326.91,3259.62,3319.14,11452805100,114495.51
000001.SH,上证指数,2007-04-06,3287.68,3334.22,3273.85,3323.58,11964488100,121981.47
000001.SH,上证指数,2007-04-09,3333.42,3399.51,3333.26,3398.95,13731410400,139937
000001.SH,上证指数,2007-04-10,3405.23,3444.37,3351.1,3444.29,14780728400,152942.4
000001.SH,上证指数,2007-04-11,3454.41,3497.52,3428.78,3495.22,14757211400,156207.58
000001.SH,上证指数,2007-04-12,3503.22,3532.86,3488.07,3531.02,13538987900,148368.25
000001.SH,上证指数,2007-04-13,3537.22,3563.85,3504.16,3518.26,15069587600,166487.19
000001.SH,上证指数,2007-04-16,3523.21,3597.21,3523.21,3596.44,13103910100,145536.45
000001.SH,上证指数,2007-04-17,3611.63,3622.88,3510.49,3611.87,16066064600,176113.09
000001.SH,上证指数,2007-04-18,3614.67,3623.86,3564.23,3612.39,15048542400,167418.75
000001.SH,上证指数,2007-04-19,3610.02,3617.43,3358.93,3449.01,17272554100,187759.23
000001.SH,上证指数,2007-04-20,3460.9,3591.46,3460.9,3584.2,13888929200,156130.18
000001.SH,上证指数,2007-04-23,3615.78,3710.88,3615.78,3710.88,16349811600,183165.72
000001.SH,上证指数,2007-04-24,3736.15,3762.38,3689.13,3720.53,17438934100,203917.79
000001.SH,上证指数,2007-04-25,3708.57,3769.24,3653.98,3743.95,15176306100,175452.45
000001.SH,上证指数,2007-04-26,3766.47,3784.68,3732.6,3783.06,11725696800,142165.94
000001.SH,上证指数,2007-04-27,3788.74,3802.92,3720.59,3759.86,13217545600,162822.8
000001.SH,上证指数,2007-04-30,3784.27,3851.35,3759.48,3841.27,14652571300,185961.94
000001.SH,上证指数,2007-05-08,3937.93,3964.71,3901.32,3950.01,16056820000,205192.34
000001.SH,上证指数,2007-05-09,3961.1,4015.21,3875.38,4013.08,20839744900,255328.66
000001.SH,上证指数,2007-05-10,4021.42,4072.13,3991.47,4049.7,17111394000,207740.73
000001.SH,上证指数,2007-05-11,4024.42,4039.66,3949.36,4021.67,14063821000,183254.86
000001.SH,上证指数,2007-05-14,3970.66,4081.42,3940.35,4046.39,13932622100,185075.2
000001.SH,上证指数,2007-05-15,4055.83,4069.84,3891.36,3899.17,15667755300,205493.67
000001.SH,上证指数,2007-05-16,3890.8,3987.4,3845.22,3986.04,13171977400,172408.86
000001.SH,上证指数,2007-05-17,4002.48,4064.28,3982.99,4048.29,13927798800,187794.81
000001.SH,上证指数,2007-05-18,4041.39,4052.09,3999.16,4030.25,13075627400,173636.67
000001.SH,上证指数,2007-05-21,3902.34,4083.41,3892.97,4072.22,15617106200,209602.32
000001.SH,上证指数,2007-05-22,4091.14,4136.63,4086.82,4110.37,17356209000,233094.57
000001.SH,上证指数,2007-05-23,4125.42,4175.44,4093.91,4173.7,16139947800,219307.69
000001.SH,上证指数,2007-05-24,4188.67,4208.38,4089.38,4151.13,18098438800,251632.5
000001.SH,上证指数,2007-05-25,4133.19,4190.46,4111.26,4179.77,15419286000,220997.7
000001.SH,上证指数,2007-05-28,4221.57,4283.93,4215.24,4272.11,17861517400,258106.46
000001.SH,上证指数,2007-05-29,4288.98,4335.96,4262.02,4334.92,17209764200,248630.29
000001.SH,上证指数,2007-05-30,4087.4,4275.23,4015.51,4053.08,18559672900,271294.17
000001.SH,上证指数,2007-05-31,4006.28,4178.1,3858.04,4109.65,17311531200,239521.89
000001.SH,上证指数,2007-06-01,4120.62,4181.28,3966.97,4000.74,16093498500,228347.54
000001.SH,上证指数,2007-06-04,3981.81,3987.26,3659.08,3670.4,11485935700,145977.95
000001.SH,上证指数,2007-06-05,3564.43,3768.56,3404.14,3767.1,15713795900,179214.28
000001.SH,上证指数,2007-06-06,3781.37,3821.69,3682.79,3776.31,14587385200,175206.33
000001.SH,上证指数,2007-06-07,3787.7,3891.4,3779.5,3890.8,14236647500,177770.8
000001.SH,上证指数,2007-06-08,3900.02,3935.78,3852.04,3913.13,13587719200,179390.32
